"Notes"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"5-14 years"	"5-14"	"2006"	"2006"	41	206706	19.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"5-14 years"	"5-14"	"2007"	"2007"	29	204811	14.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"5-14 years"	"5-14"	"2008"	"2008"	42	204487	20.5
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"5-14 years"	"5-14"	"2009"	"2009"	52	205264	25.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"5-14 years"	"5-14"	"2010"	"2010"	36	207207	17.4
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"5-14 years"	"5-14"	"2011"	"2011"	44	206188	21.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"5-14 years"	"5-14"	"2012"	"2012"	32	205839	15.5
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"5-14 years"	"5-14"	"2013"	"2013"	33	205278	16.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"5-14 years"	"5-14"	"2014"	"2014"	35	204600	17.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"5-14 years"	"5-14"	"2015"	"2015"	48	203574	23.6
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"5-14 years"	"5-14"	"2016"	"2016"	43	202836	21.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"5-14 years"	"5-14"	"2017"	"2017"	47	202586	23.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"5-14 years"	"5-14"	"2018"	"2018"	56	202237	27.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"1999"	"1999"	139	190048	73.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2000"	"2000"	143	196328	72.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2001"	"2001"	150	201822	74.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2002"	"2002"	158	205781	76.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2003"	"2003"	155	209977	73.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2004"	"2004"	176	214184	82.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2005"	"2005"	185	217470	85.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2006"	"2006"	180	219630	82.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2007"	"2007"	170	220756	77.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2008"	"2008"	160	219592	72.9
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2009"	"2009"	190	217626	87.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2010"	"2010"	152	215082	70.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2011"	"2011"	160	216207	74.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2012"	"2012"	165	217248	76.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2013"	"2013"	152	217986	69.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2014"	"2014"	163	217566	74.9
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2015"	"2015"	163	215946	75.5
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2016"	"2016"	187	213279	87.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2017"	"2017"	170	209882	81.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"15-24 years"	"15-24"	"2018"	"2018"	137	206809	66.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"1999"	"1999"	214	167248	128.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2000"	"2000"	185	169381	109.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2001"	"2001"	172	165359	104.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2002"	"2002"	189	164265	115.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2003"	"2003"	189	163688	115.5
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2004"	"2004"	228	163665	139.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2005"	"2005"	201	164285	122.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2006"	"2006"	211	165343	127.6
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2007"	"2007"	205	167499	122.4
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2008"	"2008"	232	171254	135.5
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2009"	"2009"	237	175268	135.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2010"	"2010"	261	178262	146.4
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2011"	"2011"	267	181815	146.9
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2012"	"2012"	300	184173	162.9
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2013"	"2013"	286	187359	152.6
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2014"	"2014"	284	191328	148.4
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2015"	"2015"	335	195058	171.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2016"	"2016"	374	199600	187.4
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2017"	"2017"	415	204294	203.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"25-34 years"	"25-34"	"2018"	"2018"	393	207729	189.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"1999"	"1999"	370	186955	197.9
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2000"	"2000"	395	191866	205.9
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2001"	"2001"	402	190430	211.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2002"	"2002"	409	188476	217.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2003"	"2003"	447	186027	240.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2004"	"2004"	434	183456	236.6
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2005"	"2005"	432	181029	238.6
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2006"	"2006"	448	179083	250.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2007"	"2007"	427	176914	241.4
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2008"	"2008"	474	174506	271.6
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2009"	"2009"	453	171309	264.4
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2010"	"2010"	401	169389	236.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2011"	"2011"	444	166611	266.5
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2012"	"2012"	436	166322	262.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2013"	"2013"	468	165749	282.4
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2014"	"2014"	488	165539	294.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2015"	"2015"	468	165865	282.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2016"	"2016"	507	166542	304.4
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2017"	"2017"	538	167336	321.5
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"35-44 years"	"35-44"	"2018"	"2018"	511	169460	301.5
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"1999"	"1999"	477	139302	342.4
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2000"	"2000"	483	147350	327.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2001"	"2001"	608	155212	391.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2002"	"2002"	605	160050	378.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2003"	"2003"	702	164942	425.6
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2004"	"2004"	668	169837	393.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2005"	"2005"	741	174895	423.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2006"	"2006"	715	179598	398.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2007"	"2007"	735	183307	401.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2008"	"2008"	733	186009	394.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2009"	"2009"	895	188360	475.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2010"	"2010"	858	189283	453.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2011"	"2011"	886	188154	470.9
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2012"	"2012"	870	186212	467.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2013"	"2013"	897	183332	489.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2014"	"2014"	940	180677	520.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2015"	"2015"	944	177764	531.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2016"	"2016"	929	174928	531.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2017"	"2017"	919	171789	535.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"45-54 years"	"45-54"	"2018"	"2018"	867	168601	514.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"1999"	"1999"	729	78325	930.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2000"	"2000"	710	82763	857.9
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2001"	"2001"	745	85994	866.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2002"	"2002"	797	91915	867.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2003"	"2003"	884	97472	906.9
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2004"	"2004"	841	102970	816.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2005"	"2005"	868	108688	798.6
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2006"	"2006"	901	114124	789.5
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2007"	"2007"	963	119427	806.4
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2008"	"2008"	962	124631	771.9
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2009"	"2009"	993	130254	762.4
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2010"	"2010"	1078	134696	800.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2011"	"2011"	1133	143654	788.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2012"	"2012"	1122	148220	757.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2013"	"2013"	1227	153345	800.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2014"	"2014"	1262	158285	797.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2015"	"2015"	1346	163250	824.5
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2016"	"2016"	1368	167896	814.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2017"	"2017"	1475	171401	860.6
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"55-64 years"	"55-64"	"2018"	"2018"	1467	174035	842.9
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"1999"	"1999"	999	44702	2234.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2000"	"2000"	1007	47070	2139.4
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2001"	"2001"	1015	48457	2094.6
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2002"	"2002"	1066	49834	2139.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2003"	"2003"	1040	51479	2020.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2004"	"2004"	1083	53394	2028.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2005"	"2005"	1157	55557	2082.5
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2006"	"2006"	1119	57747	1937.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2007"	"2007"	1148	60035	1912.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2008"	"2008"	1170	62988	1857.5
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2009"	"2009"	1200	66008	1818.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2010"	"2010"	1255	68142	1841.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2011"	"2011"	1248	72170	1729.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2012"	"2012"	1348	77525	1738.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2013"	"2013"	1362	82591	1649.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2014"	"2014"	1500	87753	1709.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2015"	"2015"	1590	93091	1708.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2016"	"2016"	1590	98309	1617.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2017"	"2017"	1660	103541	1603.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"65-74 years"	"65-74"	"2018"	"2018"	1762	108884	1618.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"1999"	"1999"	1060	22958	4617.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2000"	"2000"	1053	24700	4263.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2001"	"2001"	1136	25190	4509.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2002"	"2002"	1144	25937	4410.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2003"	"2003"	1242	26560	4676.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2004"	"2004"	1190	27138	4385.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2005"	"2005"	1261	27899	4519.9
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2006"	"2006"	1337	28455	4698.6
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2007"	"2007"	1287	29277	4395.9
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2008"	"2008"	1277	30126	4238.9
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2009"	"2009"	1256	30865	4069.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2010"	"2010"	1336	31653	4220.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2011"	"2011"	1393	33599	4146.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2012"	"2012"	1412	34825	4054.6
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2013"	"2013"	1466	36542	4011.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2014"	"2014"	1560	38600	4041.5
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2015"	"2015"	1631	40580	4019.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2016"	"2016"	1705	42799	3983.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2017"	"2017"	1767	44897	3935.7
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2018"	"2018"	1754	47692	3677.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"1999"	"1999"	875	7701	11362.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2000"	"2000"	868	8711	9964.4
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2001"	"2001"	901	8733	10317.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2002"	"2002"	918	8727	10519.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2003"	"2003"	988	8872	11136.2
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2004"	"2004"	955	8978	10637.1
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2005"	"2005"	1052	9347	11254.9
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2006"	"2006"	1049	9680	10836.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2007"	"2007"	1067	9986	10685.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2008"	"2008"	1116	10346	10786.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2009"	"2009"	1110	10784	10293.0
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2010"	"2010"	1246	11095	11230.3
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2011"	"2011"	1257	11886	10575.5
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2012"	"2012"	1253	12816	9776.8
	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2013"	"2013"	1352	13633	9917.1
