"Notes"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Age Group"	"Age Group Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1994"	"1994"	385	1519209	25.3
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1995"	"1995"	380	1580199	24.0
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1996"	"1996"	392	1637490	23.9
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1997"	"1997"	445	1683850	26.4
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1998"	"1998"	388	1714847	22.6
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1979"	"1979"	366	1347000	27.2
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1980"	"1980"	370	1335911	27.7
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1981"	"1981"	389	1334273	29.2
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1982"	"1982"	337	1331260	25.3
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1983"	"1983"	345	1322407	26.1
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1984"	"1984"	342	1301455	26.3
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1985"	"1985"	327	1285927	25.4
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1986"	"1986"	297	1249764	23.8
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1987"	"1987"	290	1243928	23.3
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1988"	"1988"	386	1248903	30.9
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1989"	"1989"	364	1275682	28.5
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1990"	"1990"	362	1301212	27.8
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1991"	"1991"	323	1357517	23.8
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1992"	"1992"	349	1393716	25.0
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1993"	"1993"	377	1428055	26.4
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1994"	"1994"	391	1445863	27.0
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1995"	"1995"	391	1458221	26.8
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1996"	"1996"	372	1482057	25.1
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1997"	"1997"	369	1506979	24.5
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1998"	"1998"	313	1544543	20.3
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1979"	"1979"	777	1502000	51.7
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1980"	"1980"	757	1504109	50.3
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1981"	"1981"	677	1485022	45.6
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1982"	"1982"	696	1457700	47.7
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1983"	"1983"	685	1426935	48.0
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1984"	"1984"	627	1397957	44.9
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1985"	"1985"	611	1371236	44.6
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1986"	"1986"	672	1373895	48.9
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1987"	"1987"	678	1373503	49.4
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1988"	"1988"	686	1368872	50.1
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1989"	"1989"	664	1350929	49.2
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1990"	"1990"	730	1343940	54.3
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1991"	"1991"	684	1315495	52.0
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1992"	"1992"	660	1318601	50.1
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1993"	"1993"	702	1333625	52.6
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1994"	"1994"	753	1369387	55.0
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1995"	"1995"	780	1415543	55.1
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1996"	"1996"	762	1457078	52.3
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1997"	"1997"	713	1490307	47.8
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1998"	"1998"	643	1520323	42.3
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1979"	"1979"	1311	1408000	93.1
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1980"	"1980"	1315	1433135	91.8
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1981"	"1981"	1210	1460967	82.8
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1982"	"1982"	1173	1468979	79.9
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1983"	"1983"	1221	1477004	82.7
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1984"	"1984"	1148	1477002	77.7
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1985"	"1985"	1086	1473843	73.7
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1986"	"1986"	1153	1455994	79.2
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1987"	"1987"	1231	1429785	86.1
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1988"	"1988"	1233	1401680	88.0
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1989"	"1989"	1191	1374909	86.6
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1990"	"1990"	1125	1355862	83.0
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1991"	"1991"	1254	1370413	91.5
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1992"	"1992"	1153	1383482	83.3
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1993"	"1993"	1263	1385931	91.1
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1994"	"1994"	1197	1384092	86.5
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1995"	"1995"	1140	1371957	83.1
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1996"	"1996"	1068	1346300	79.3
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1997"	"1997"	1004	1351027	74.3
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1998"	"1998"	994	1366116	72.8
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1979"	"1979"	3179	2177000	146.0
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1980"	"1980"	3400	2267154	150.0
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1981"	"1981"	3390	2412469	140.5
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1982"	"1982"	3369	2497828	134.9
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1983"	"1983"	3358	2575796	130.4
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1984"	"1984"	3483	2647244	131.6
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1985"	"1985"	3729	2711478	137.5
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1986"	"1986"	4098	2767133	148.1
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1987"	"1987"	4282	2819525	151.9
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1988"	"1988"	4518	2863446	157.8
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1989"	"1989"	4657	2891548	161.1
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1990"	"1990"	4634	2904769	159.5
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1991"	"1991"	4621	2935364	157.4
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1992"	"1992"	4617	2938265	157.1
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1993"	"1993"	4781	2940116	162.6
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1994"	"1994"	4843	2928312	165.4
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1995"	"1995"	4757	2922374	162.8
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1996"	"1996"	4379	2933402	149.3
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1997"	"1997"	3805	2928982	129.9
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1998"	"1998"	3662	2913772	125.7
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1979"	"1979"	4683	1458000	321.2
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1980"	"1980"	4819	1487812	323.9
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1981"	"1981"	4687	1530190	306.3
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1982"	"1982"	4543	1600579	283.8
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1983"	"1983"	4638	1667462	278.1
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1984"	"1984"	4965	1746846	284.2
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1985"	"1985"	5055	1827634	276.6
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1986"	"1986"	5532	1920837	288.0
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1987"	"1987"	5889	2007211	293.4
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1988"	"1988"	6382	2094392	304.7
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1989"	"1989"	6554	2194611	298.6
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1990"	"1990"	6804	2278832	298.6
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1991"	"1991"	7358	2431756	302.6
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1992"	"1992"	7921	2529967	313.1
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1993"	"1993"	8279	2621893	315.8
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1994"	"1994"	8812	2708197	325.4
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1995"	"1995"	9051	2785673	324.9
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1996"	"1996"	8955	2855521	313.6
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1997"	"1997"	8302	2923476	284.0
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1998"	"1998"	8415	2984697	281.9
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1979"	"1979"	9498	1251000	759.2
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1980"	"1980"	9660	1257538	768.2
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1981"	"1981"	9092	1261047	721.0
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1982"	"1982"	8740	1264487	691.2
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1983"	"1983"	8799	1273406	691.0
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1984"	"1984"	8561	1283727	666.9
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1985"	"1985"	8665	1298016	667.6
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1986"	"1986"	8818	1312967	671.6
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1987"	"1987"	8887	1335660	665.4
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1988"	"1988"	8951	1366071	655.2
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1989"	"1989"	8936	1395290	640.4
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1990"	"1990"	9052	1415642	639.4
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1991"	"1991"	9219	1460229	631.3
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1992"	"1992"	9491	1537181	617.4
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1993"	"1993"	10122	1611541	628.1
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1994"	"1994"	10584	1697510	623.5
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1995"	"1995"	10955	1789727	612.1
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1996"	"1996"	11374	1887549	602.6
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1997"	"1997"	11547	1984719	581.8
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1998"	"1998"	11905	2079531	572.5
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1979"	"1979"	15688	1044000	1502.7
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1980"	"1980"	16536	1059334	1561.0
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1981"	"1981"	16578	1076863	1539.5
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1982"	"1982"	16541	1090373	1517.0
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1983"	"1983"	17095	1102951	1549.9
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1984"	"1984"	16848	1112918	1513.9
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1985"	"1985"	17179	1121416	1531.9
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1986"	"1986"	16976	1128029	1504.9
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1987"	"1987"	16820	1132561	1485.1
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1988"	"1988"	17146	1133389	1512.8
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1989"	"1989"	16734	1132167	1478.1
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1990"	"1990"	16480	1134501	1452.6
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1991"	"1991"	15998	1142772	1399.9
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1992"	"1992"	16192	1150376	1407.5
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1993"	"1993"	15912	1163087	1368.1
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1994"	"1994"	15882	1178893	1347.2
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1995"	"1995"	16223	1197923	1354.3
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1996"	"1996"	16021	1216374	1317.1
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1997"	"1997"	16379	1247408	1313.0
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1998"	"1998"	16423	1283284	1279.8
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1979"	"1979"	22326	766000	2914.6
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1980"	"1980"	23728	776085	3057.4
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1981"	"1981"	23086	793300	2910.1
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1982"	"1982"	22847	805162	2837.6
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1983"	"1983"	24148	815375	2961.6
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1984"	"1984"	24219	824415	2937.7
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1985"	"1985"	24722	833262	2966.9
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1986"	"1986"	24816	843590	2941.7
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1987"	"1987"	25037	853516	2933.4
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1988"	"1988"	25472	864317	2947.1
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1989"	"1989"	25719	875768	2936.7
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1990"	"1990"	25337	884151	2865.7
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1991"	"1991"	25830	898586	2874.5
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1992"	"1992"	25609	909778	2814.9
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1993"	"1993"	26451	922065	2868.7
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1994"	"1994"	26320	930883	2827.4
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1995"	"1995"	26638	938798	2837.5
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1996"	"1996"	26508	946248	2801.4
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1997"	"1997"	26241	952122	2756.1
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1998"	"1998"	26333	959603	2744.2
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1979"	"1979"	20140	360000	5594.4
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1980"	"1980"	22371	360118	6212.1
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1981"	"1981"	22241	376214	5911.8
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1982"	"1982"	22834	389855	5857.0
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1983"	"1983"	24137	403645	5979.8
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1984"	"1984"	25231	417474	6043.7
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1985"	"1985"	26196	431152	6075.8
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1986"	"1986"	26440	445733	5931.8
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1987"	"1987"	27164	460117	5903.7
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1988"	"1988"	28399	473745	5994.6
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1989"	"1989"	28821	486088	5929.2
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1990"	"1990"	28144	494772	5688.3
