"Notes"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	526	7358733	7.1	8.0
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	513	7514116	6.8	7.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2017"	"2017"	603	7821840	7.7	8.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2018"	"2018"	614	7992660	7.7	8.4
	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	2358	11737445	20.1	25.0
	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	2292	11892560	19.3	23.7
	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	2421	12152662	19.9	24.1
	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	2206	12351508	17.9	21.6
	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	2367	12536273	18.9	22.4
	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	2319	12775516	18.2	21.1
	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	2259	13023150	17.3	20.3
	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	2117	13274463	15.9	18.4
	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	2320	13507785	17.2	19.6
	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	2283	13739819	16.6	18.8
	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	2297	13955762	16.5	18.0
	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	2344	14113667	16.6	18.1
	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	2367	14370500	16.5	17.4
	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	2511	14600255	17.2	18.4
	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	2558	14814141	17.3	18.3
	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	2528	15067620	16.8	17.5
	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	2593	15303121	16.9	17.6
	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	2610	15491933	16.8	17.5
	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	2649	15717456	16.9	17.3
	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	2690	15870371	16.9	17.2
	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	15690	77184959	20.3	20.0
	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	15640	77389220	20.2	19.7
	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	15942	77949400	20.5	19.7
	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	16453	78307117	21.0	20.0
	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	16974	78597784	21.6	20.3
	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	16630	79036238	21.0	19.5
	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	16985	79471101	21.4	19.5
	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	17120	79901817	21.4	19.3
	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	18012	80252739	22.4	20.0
	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	18629	80584166	23.1	20.4
	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	18962	80867710	23.4	20.3
	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	19879	81063720	24.5	21.1
	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	20499	81463104	25.2	21.4
	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	21474	81790666	26.3	22.1
	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	22209	82080451	27.1	22.5
	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	22874	82324025	27.8	23.0
	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	23513	82590386	28.5	23.4
	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	23449	82760661	28.3	23.1
	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	23797	82848525	28.7	23.3
	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	24430	82891407	29.5	23.7
"---"
"Dataset: Underlying Cause of Death, 1999-2018"
"Query Parameters:"
"Hispanic Origin: Not Hispanic or Latino"
"ICD-10 Codes: K70-K76 (Diseases of liver)"
"Ten-Year Age Groups: 15-24 years; 25-34 years; 35-44 years; 45-54 years; 55-64 years; 65-74 years; 75-84 years; 85+ years"
"Group By: Gender; Race; Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: False"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: May 30, 2020 4:54:30 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on May 30, 2020 4:54:30 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population."
"6. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates."
"7. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"8. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"9. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"10. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018"
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for"
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS"
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The"
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal"
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18,"
"2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race"
"estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on"
"October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999"
"intercensal series of July 1 estimates. Population figures for the infant age groups are the number of live births."
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to"
"use of the population estimates which were available at the time of release."
