"Notes"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Male"	"M"	"2000"	"2000"	"75-84 years"	"75-84"	561	4879353	11.5
	"Male"	"M"	"2000"	"2000"	"85+ years"	"85+"	65	1226998	5.3
	"Male"	"M"	"2001"	"2001"	"15-24 years"	"15-24"	5	20627723	Unreliable
	"Male"	"M"	"2001"	"2001"	"25-34 years"	"25-34"	179	19904479	0.9
	"Male"	"M"	"2001"	"2001"	"35-44 years"	"35-44"	1446	22409323	6.5
	"Male"	"M"	"2001"	"2001"	"45-54 years"	"45-54"	3099	19339187	16.0
	"Male"	"M"	"2001"	"2001"	"55-64 years"	"55-64"	2242	12061729	18.6
	"Male"	"M"	"2001"	"2001"	"65-74 years"	"65-74"	1379	8341053	16.5
	"Male"	"M"	"2001"	"2001"	"75-84 years"	"75-84"	505	5003885	10.1
	"Male"	"M"	"2001"	"2001"	"85+ years"	"85+"	72	1261064	5.7
	"Male"	"M"	"2002"	"2002"	"15-24 years"	"15-24"	6	20956011	Unreliable
	"Male"	"M"	"2002"	"2002"	"25-34 years"	"25-34"	162	19830867	0.8
	"Male"	"M"	"2002"	"2002"	"35-44 years"	"35-44"	1305	22201194	5.9
	"Male"	"M"	"2002"	"2002"	"45-54 years"	"45-54"	3074	19634591	15.7
	"Male"	"M"	"2002"	"2002"	"55-64 years"	"55-64"	2337	12849674	18.2
	"Male"	"M"	"2002"	"2002"	"65-74 years"	"65-74"	1367	8371877	16.3
	"Male"	"M"	"2002"	"2002"	"75-84 years"	"75-84"	495	5100760	9.7
	"Male"	"M"	"2002"	"2002"	"85+ years"	"85+"	65	1291362	5.0
	"Male"	"M"	"2003"	"2003"	"15-24 years"	"15-24"	3	21208564	Unreliable
	"Male"	"M"	"2003"	"2003"	"25-34 years"	"25-34"	182	19742873	0.9
	"Male"	"M"	"2003"	"2003"	"35-44 years"	"35-44"	1317	21947503	6.0
	"Male"	"M"	"2003"	"2003"	"45-54 years"	"45-54"	3228	20043035	16.1
	"Male"	"M"	"2003"	"2003"	"55-64 years"	"55-64"	2459	13489526	18.2
	"Male"	"M"	"2003"	"2003"	"65-74 years"	"65-74"	1343	8452713	15.9
	"Male"	"M"	"2003"	"2003"	"75-84 years"	"75-84"	518	5183281	10.0
	"Male"	"M"	"2003"	"2003"	"85+ years"	"85+"	52	1338201	3.9
	"Male"	"M"	"2004"	"2004"	"15-24 years"	"15-24"	8	21514678	Unreliable
	"Male"	"M"	"2004"	"2004"	"25-34 years"	"25-34"	167	19746331	0.8
	"Male"	"M"	"2004"	"2004"	"35-44 years"	"35-44"	1267	21784541	5.8
	"Male"	"M"	"2004"	"2004"	"45-54 years"	"45-54"	3176	20445801	15.5
	"Male"	"M"	"2004"	"2004"	"55-64 years"	"55-64"	2549	14119557	18.1
	"Male"	"M"	"2004"	"2004"	"65-74 years"	"65-74"	1392	8557170	16.3
	"Male"	"M"	"2004"	"2004"	"75-84 years"	"75-84"	527	5251161	10.0
	"Male"	"M"	"2004"	"2004"	"85+ years"	"85+"	69	1379299	5.0
	"Male"	"M"	"2005"	"2005"	"15-24 years"	"15-24"	6	21788574	Unreliable
	"Male"	"M"	"2005"	"2005"	"25-34 years"	"25-34"	147	19710949	0.7
	"Male"	"M"	"2005"	"2005"	"35-44 years"	"35-44"	1189	21640195	5.5
	"Male"	"M"	"2005"	"2005"	"45-54 years"	"45-54"	3274	20881375	15.7
	"Male"	"M"	"2005"	"2005"	"55-64 years"	"55-64"	2850	14773087	19.3
	"Male"	"M"	"2005"	"2005"	"65-74 years"	"65-74"	1352	8683128	15.6
	"Male"	"M"	"2005"	"2005"	"75-84 years"	"75-84"	537	5320967	10.1
	"Male"	"M"	"2005"	"2005"	"85+ years"	"85+"	68	1443844	4.7
	"Male"	"M"	"2006"	"2006"	"15-24 years"	"15-24"	6	22007767	Unreliable
	"Male"	"M"	"2006"	"2006"	"25-34 years"	"25-34"	175	19768839	0.9
	"Male"	"M"	"2006"	"2006"	"35-44 years"	"35-44"	1122	21516190	5.2
	"Male"	"M"	"2006"	"2006"	"45-54 years"	"45-54"	3295	21274584	15.5
	"Male"	"M"	"2006"	"2006"	"55-64 years"	"55-64"	2870	15398059	18.6
	"Male"	"M"	"2006"	"2006"	"65-74 years"	"65-74"	1357	8852389	15.3
	"Male"	"M"	"2006"	"2006"	"75-84 years"	"75-84"	538	5362466	10.0
	"Male"	"M"	"2006"	"2006"	"85+ years"	"85+"	79	1518390	5.2
	"Male"	"M"	"2007"	"2007"	"15-24 years"	"15-24"	8	22144326	Unreliable
	"Male"	"M"	"2007"	"2007"	"25-34 years"	"25-34"	201	19924870	1.0
	"Male"	"M"	"2007"	"2007"	"35-44 years"	"35-44"	1220	21294228	5.7
	"Male"	"M"	"2007"	"2007"	"45-54 years"	"45-54"	3680	21601977	17.0
	"Male"	"M"	"2007"	"2007"	"55-64 years"	"55-64"	3294	15979763	20.6
	"Male"	"M"	"2007"	"2007"	"65-74 years"	"65-74"	1505	9102925	16.5
	"Male"	"M"	"2007"	"2007"	"75-84 years"	"75-84"	554	5392948	10.3
	"Male"	"M"	"2007"	"2007"	"85+ years"	"85+"	84	1593236	5.3
	"Male"	"M"	"2008"	"2008"	"15-24 years"	"15-24"	8	22246778	Unreliable
	"Male"	"M"	"2008"	"2008"	"25-34 years"	"25-34"	212	20188062	1.1
	"Male"	"M"	"2008"	"2008"	"35-44 years"	"35-44"	1207	20996753	5.7
	"Male"	"M"	"2008"	"2008"	"45-54 years"	"45-54"	3693	21862911	16.9
	"Male"	"M"	"2008"	"2008"	"55-64 years"	"55-64"	3499	16475300	21.2
	"Male"	"M"	"2008"	"2008"	"65-74 years"	"65-74"	1560	9501435	16.4
	"Male"	"M"	"2008"	"2008"	"75-84 years"	"75-84"	555	5419659	10.2
	"Male"	"M"	"2008"	"2008"	"85+ years"	"85+"	83	1662814	5.0
	"Male"	"M"	"2009"	"2009"	"15-24 years"	"15-24"	12	22312948	Unreliable
	"Male"	"M"	"2009"	"2009"	"25-34 years"	"25-34"	224	20455912	1.1
	"Male"	"M"	"2009"	"2009"	"35-44 years"	"35-44"	1209	20646201	5.9
	"Male"	"M"	"2009"	"2009"	"45-54 years"	"45-54"	3640	22069234	16.5
	"Male"	"M"	"2009"	"2009"	"55-64 years"	"55-64"	3650	17076059	21.4
	"Male"	"M"	"2009"	"2009"	"65-74 years"	"65-74"	1543	9857942	15.7
	"Male"	"M"	"2009"	"2009"	"75-84 years"	"75-84"	506	5432135	9.3
	"Male"	"M"	"2009"	"2009"	"85+ years"	"85+"	95	1735347	5.5
	"Male"	"M"	"2010"	"2010"	"15-24 years"	"15-24"	12	22317842	Unreliable
	"Male"	"M"	"2010"	"2010"	"25-34 years"	"25-34"	235	20632091	1.1
	"Male"	"M"	"2010"	"2010"	"35-44 years"	"35-44"	1170	20435999	5.7
	"Male"	"M"	"2010"	"2010"	"45-54 years"	"45-54"	3724	22142359	16.8
	"Male"	"M"	"2010"	"2010"	"55-64 years"	"55-64"	3964	17601148	22.5
	"Male"	"M"	"2010"	"2010"	"65-74 years"	"65-74"	1677	10096519	16.6
	"Male"	"M"	"2010"	"2010"	"75-84 years"	"75-84"	566	5476762	10.3
	"Male"	"M"	"2010"	"2010"	"85+ years"	"85+"	92	1789679	5.1
	"Male"	"M"	"2011"	"2011"	"15-24 years"	"15-24"	14	22431646	Unreliable
	"Male"	"M"	"2011"	"2011"	"25-34 years"	"25-34"	232	21044163	1.1
	"Male"	"M"	"2011"	"2011"	"35-44 years"	"35-44"	1155	20223470	5.7
	"Male"	"M"	"2011"	"2011"	"45-54 years"	"45-54"	3757	22019247	17.1
	"Male"	"M"	"2011"	"2011"	"55-64 years"	"55-64"	4294	18358205	23.4
	"Male"	"M"	"2011"	"2011"	"65-74 years"	"65-74"	1713	10476313	16.4
	"Male"	"M"	"2011"	"2011"	"75-84 years"	"75-84"	587	5573033	10.5
	"Male"	"M"	"2011"	"2011"	"85+ years"	"85+"	94	1894025	5.0
	"Male"	"M"	"2012"	"2012"	"15-24 years"	"15-24"	16	22512317	Unreliable
	"Male"	"M"	"2012"	"2012"	"25-34 years"	"25-34"	292	21338792	1.4
	"Male"	"M"	"2012"	"2012"	"35-44 years"	"35-44"	1155	20173607	5.7
	"Male"	"M"	"2012"	"2012"	"45-54 years"	"45-54"	3884	21806870	17.8
	"Male"	"M"	"2012"	"2012"	"55-64 years"	"55-64"	4513	18602894	24.3
	"Male"	"M"	"2012"	"2012"	"65-74 years"	"65-74"	1842	11202862	16.4
	"Male"	"M"	"2012"	"2012"	"75-84 years"	"75-84"	625	5648150	11.1
	"Male"	"M"	"2012"	"2012"	"85+ years"	"85+"	94	1964033	4.8
	"Male"	"M"	"2013"	"2013"	"15-24 years"	"15-24"	14	22525155	Unreliable
	"Male"	"M"	"2013"	"2013"	"25-34 years"	"25-34"	339	21641491	1.6
	"Male"	"M"	"2013"	"2013"	"35-44 years"	"35-44"	1199	20145261	6.0
	"Male"	"M"	"2013"	"2013"	"45-54 years"	"45-54"	3822	21569084	17.7
	"Male"	"M"	"2013"	"2013"	"55-64 years"	"55-64"	4842	18956755	25.5
	"Male"	"M"	"2013"	"2013"	"65-74 years"	"65-74"	2014	11797642	17.1
	"Male"	"M"	"2013"	"2013"	"75-84 years"	"75-84"	653	5760517	11.3
	"Male"	"M"	"2013"	"2013"	"85+ years"	"85+"	108	2041782	5.3
	"Male"	"M"	"2014"	"2014"	"15-24 years"	"15-24"	15	22523450	Unreliable
	"Male"	"M"	"2014"	"2014"	"25-34 years"	"25-34"	346	21970214	1.6
	"Male"	"M"	"2014"	"2014"	"35-44 years"	"35-44"	1196	20159229	5.9
	"Male"	"M"	"2014"	"2014"	"45-54 years"	"45-54"	3796	21425044	17.7
	"Male"	"M"	"2014"	"2014"	"55-64 years"	"55-64"	5174	19321882	26.8
	"Male"	"M"	"2014"	"2014"	"65-74 years"	"65-74"	2363	12349045	19.1
	"Male"	"M"	"2014"	"2014"	"75-84 years"	"75-84"	656	5893378	11.1
	"Male"	"M"	"2014"	"2014"	"85+ years"	"85+"	118	2108869	5.6
	"Male"	"M"	"2015"	"2015"	"15-24 years"	"15-24"	13	22465721	Unreliable
	"Male"	"M"	"2015"	"2015"	"25-34 years"	"25-34"	431	22299138	1.9
	"Male"	"M"	"2015"	"2015"	"35-44 years"	"35-44"	1369	20203577	6.8
	"Male"	"M"	"2015"	"2015"	"45-54 years"	"45-54"	3954	21298776	18.6
	"Male"	"M"	"2015"	"2015"	"55-64 years"	"55-64"	5446	19714747	27.6
	"Male"	"M"	"2015"	"2015"	"65-74 years"	"65-74"	2607	12892348	20.2
	"Male"	"M"	"2015"	"2015"	"75-84 years"	"75-84"	765	6023571	12.7
	"Male"	"M"	"2015"	"2015"	"85+ years"	"85+"	128	2174298	5.9
	"Male"	"M"	"2016"	"2016"	"15-24 years"	"15-24"	16	22292911	Unreliable
	"Male"	"M"	"2016"	"2016"	"25-34 years"	"25-34"	469	22599738	2.1
	"Male"	"M"	"2016"	"2016"	"35-44 years"	"35-44"	1375	20152763	6.8
	"Male"	"M"	"2016"	"2016"	"45-54 years"	"45-54"	3816	21106139	18.1
	"Male"	"M"	"2016"	"2016"	"55-64 years"	"55-64"	5705	19999038	28.5
	"Male"	"M"	"2016"	"2016"	"65-74 years"	"65-74"	2791	13391109	20.8
	"Male"	"M"	"2016"	"2016"	"75-84 years"	"75-84"	819	6176874	13.3
	"Male"	"M"	"2016"	"2016"	"85+ years"	"85+"	157	2224843	7.1
	"Male"	"M"	"2017"	"2017"	"15-24 years"	"15-24"	11	22149633	Unreliable
	"Male"	"M"	"2017"	"2017"	"25-34 years"	"25-34"	460	22991361	2.0
	"Male"	"M"	"2017"	"2017"	"35-44 years"	"35-44"	1435	20369100	7.0
	"Male"	"M"	"2017"	"2017"	"45-54 years"	"45-54"	3811	20906357	18.2
	"Male"	"M"	"2017"	"2017"	"55-64 years"	"55-64"	5750	20257803	28.4
	"Male"	"M"	"2017"	"2017"	"65-74 years"	"65-74"	3002	13877140	21.6
	"Male"	"M"	"2017"	"2017"	"75-84 years"	"75-84"	841	6407875	13.1
	"Male"	"M"	"2017"	"2017"	"85+ years"	"85+"	159	2279669	7.0
