Year	Locationabbr	Locationdesc	Class	Topic	Question	Response	Break_Out	Break_Out_Category	Sample_Size	Data_value	Confidence_limit_Low	Confidence_limit_High	Display_order	Data_value_unit	Data_value_type	Data_Value_Footnote_Symbol	Data_Value_Footnote	DataSource	ClassId	TopicId	LocationID	BreakoutID	BreakOutCategoryID	QuestionID	ResponseID	GeoLocation
2001	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	74	12	8.6	15.4	930	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA4	CAT5	_RFBINGE	RESP046	(18.220833, -66.590149)
2003	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	93	17.9	13.8	22	998	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA2	CAT5	_RFBING2	RESP046	(18.335765, -64.896335)
2007	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	85	10.6	8.1	13.1	1677	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA4	CAT5	_RFBING4	RESP046	(18.220833, -66.590149)
2009	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	81	11.5	8.5	14.5	2062	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA4	CAT5	_RFBING4	RESP046	(18.335765, -64.896335)
2007	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	76	14.1	10.6	17.6	1676	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA3	CAT5	_RFBING4	RESP046	(18.220833, -66.590149)
2003	GU	Guam	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	57	21.7	16.2	27.2	980	%	Crude Prevalence			BRFSS	CLASS01	Topic07	66	EDUCA2	CAT5	_RFBING2	RESP046	(13.444304, 144.793731)
2009	GU	Guam	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	62	23.9	17.9	29.9	2030	%	Crude Prevalence			BRFSS	CLASS01	Topic07	66	EDUCA3	CAT5	_RFBING4	RESP046	(13.444304, 144.793731)
2010	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	44	15.6	9.9	21.3	1952	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA3	CAT5	_RFBING4	RESP046	(18.335765, -64.896335)
2004	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	117	15.4	12.3	18.5	556	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA2	CAT5	_RFBING2	RESP046	(18.220833, -66.590149)
2007	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	66	16.8	12.3	21.3	1834	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA3	CAT5	_RFBING4	RESP046	(18.335765, -64.896335)
2009	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	78	10.5	7.6	13.5	2060	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA2	CAT5	_RFBING4	RESP046	(18.335765, -64.896335)
2009	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	57	8.4	6	10.8	1906	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA2	CAT5	_RFBING4	RESP046	(18.220833, -66.590149)
1999	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	63	12.2	9	15.4	685	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA3	CAT5	_RFBINGE	RESP046	(18.220833, -66.590149)
2004	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	48	12.8	8.6	17	598	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA1	CAT5	_RFBING2	RESP046	(18.335765, -64.896335)
2009	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	55	14.3	10	18.6	2061	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA3	CAT5	_RFBING4	RESP046	(18.335765, -64.896335)
2008	GU	Guam	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	33	23.5	15.3	31.8	1929	%	Crude Prevalence			BRFSS	CLASS01	Topic07	66	EDUCA3	CAT5	_RFBING4	RESP046	(13.444304, 144.793731)
2008	GU	Guam	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	60	21.1	15.7	26.5	1928	%	Crude Prevalence			BRFSS	CLASS01	Topic07	66	EDUCA2	CAT5	_RFBING4	RESP046	(13.444304, 144.793731)
2009	GU	Guam	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	20	18	9.5	26.4	2028	%	Crude Prevalence			BRFSS	CLASS01	Topic07	66	EDUCA1	CAT5	_RFBING4	RESP046	(13.444304, 144.793731)
2007	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	83	10.1	7.7	12.5	1833	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA2	CAT5	_RFBING4	RESP046	(18.335765, -64.896335)
1997	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	58	14.3	10.6	18	687	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA3	CAT5	_RFBINGE	RESP046	(18.220833, -66.590149)
2010	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	58	12.5	9	16	1810	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA2	CAT5	_RFBING4	RESP046	(18.220833, -66.590149)
2008	GU	Guam	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	24	14.3	8.3	20.3	1930	%	Crude Prevalence			BRFSS	CLASS01	Topic07	66	EDUCA4	CAT5	_RFBING4	RESP046	(13.444304, 144.793731)
2007	GU	Guam	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	24	22	13.4	30.6	1735	%	Crude Prevalence			BRFSS	CLASS01	Topic07	66	EDUCA4	CAT5	_RFBING4	RESP046	(13.444304, 144.793731)
2001	GU	Guam	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	14	17.1	7.1	27.1	1010	%	Crude Prevalence			BRFSS	CLASS01	Topic07	66	EDUCA1	CAT5	_RFBINGE	RESP046	(13.444304, 144.793731)
2007	GU	Guam	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	39	23.1	16	30.2	1733	%	Crude Prevalence			BRFSS	CLASS01	Topic07	66	EDUCA2	CAT5	_RFBING4	RESP046	(13.444304, 144.793731)
2007	GU	Guam	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	7	10.4	2.8	18	1732	%	Crude Prevalence			BRFSS	CLASS01	Topic07	66	EDUCA1	CAT5	_RFBING4	RESP046	(13.444304, 144.793731)
2003	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	74	14.2	10.5	17.9	1000	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA4	CAT5	_RFBING2	RESP046	(18.335765, -64.896335)
2007	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	38	9.5	6	13	1832	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA1	CAT5	_RFBING4	RESP046	(18.335765, -64.896335)
2008	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	33	9.8	5.8	13.8	1985	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA1	CAT5	_RFBING4	RESP046	(18.335765, -64.896335)
2009	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	59	7.9	5.4	10.3	1905	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA1	CAT5	_RFBING4	RESP046	(18.220833, -66.590149)
2001	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	67	10.1	7.3	12.9	997	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA2	CAT5	_RFBINGE	RESP046	(18.335765, -64.896335)
2003	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	58	5.5	3.8	7.2	932	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA1	CAT5	_RFBING2	RESP046	(18.220833, -66.590149)
2002	GU	Guam	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	50	19.4	13.6	25.2	896	%	Crude Prevalence			BRFSS	CLASS01	Topic07	66	EDUCA2	CAT5	_RFBING2	RESP046	(13.444304, 144.793731)
2002	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	74	9.5	7	12	856	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA1	CAT5	_RFBING2	RESP046	(18.220833, -66.590149)
2005	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	80	11.6	8.9	14.3	971	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA2	CAT5	_RFBING3	RESP046	(18.335765, -64.896335)
2010	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	73	12.2	9	15.4	1812	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA4	CAT5	_RFBING4	RESP046	(18.220833, -66.590149)
2004	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	73	11.7	8.6	14.8	557	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA3	CAT5	_RFBING2	RESP046	(18.220833, -66.590149)
2005	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	33	9.8	6.1	13.5	970	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA1	CAT5	_RFBING3	RESP046	(18.335765, -64.896335)
1997	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	53	9.5	6.8	12.2	685	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA1	CAT5	_RFBINGE	RESP046	(18.220833, -66.590149)
2007	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	79	11.9	9.2	14.6	1675	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA2	CAT5	_RFBING4	RESP046	(18.220833, -66.590149)
2010	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	60	13.6	9.9	17.3	1811	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA3	CAT5	_RFBING4	RESP046	(18.220833, -66.590149)
2010	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	59	13.8	9.2	18.4	1953	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA4	CAT5	_RFBING4	RESP046	(18.335765, -64.896335)
2004	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	82	11.8	8.8	14.8	599	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA2	CAT5	_RFBING2	RESP046	(18.335765, -64.896335)
2009	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	36	11.5	7	16	2059	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA1	CAT5	_RFBING4	RESP046	(18.335765, -64.896335)
2002	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	46	10.2	6.7	13.7	916	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA1	CAT5	_RFBING2	RESP046	(18.335765, -64.896335)
2003	GU	Guam	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	28	12.5	7.6	17.4	982	%	Crude Prevalence			BRFSS	CLASS01	Topic07	66	EDUCA4	CAT5	_RFBING2	RESP046	(13.444304, 144.793731)
2010	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	32	14.3	8.8	19.8	1950	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA1	CAT5	_RFBING4	RESP046	(18.335765, -64.896335)
2008	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	108	14.7	11.7	17.8	1813	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA4	CAT5	_RFBING4	RESP046	(18.220833, -66.590149)
2001	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	85	9.3	6.9	11.7	927	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA1	CAT5	_RFBINGE	RESP046	(18.220833, -66.590149)
2006	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	91	14	11	17	1626	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA3	CAT5	_RFBING4	RESP046	(18.220833, -66.590149)
1997	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	30	6.7	4.3	9.1	688	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA4	CAT5	_RFBINGE	RESP046	(18.220833, -66.590149)
2002	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	67	8.5	6.2	10.8	859	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA4	CAT5	_RFBING2	RESP046	(18.220833, -66.590149)
2006	VI	Virgin Islands	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	103	13	10	16	1770	%	Crude Prevalence			BRFSS	CLASS01	Topic07	78	EDUCA4	CAT5	_RFBING4	RESP046	(18.335765, -64.896335)
