"Notes"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"15-24 years"	"15-24"	"2003"	"2003"	1150	3357905	34.2
	"Female"	"F"	"15-24 years"	"15-24"	"2004"	"2004"	1052	3461703	30.4
	"Female"	"F"	"15-24 years"	"15-24"	"2005"	"2005"	1233	3577781	34.5
	"Female"	"F"	"15-24 years"	"15-24"	"2006"	"2006"	1220	3701886	33.0
	"Female"	"F"	"15-24 years"	"15-24"	"2007"	"2007"	1180	3828229	30.8
	"Female"	"F"	"15-24 years"	"15-24"	"2008"	"2008"	1124	3962357	28.4
	"Female"	"F"	"15-24 years"	"15-24"	"2009"	"2009"	1195	4101469	29.1
	"Female"	"F"	"15-24 years"	"15-24"	"2010"	"2010"	1106	4206060	26.3
	"Female"	"F"	"15-24 years"	"15-24"	"2011"	"2011"	1103	4314296	25.6
	"Female"	"F"	"15-24 years"	"15-24"	"2012"	"2012"	1118	4381583	25.5
	"Female"	"F"	"15-24 years"	"15-24"	"2013"	"2013"	1141	4448802	25.6
	"Female"	"F"	"15-24 years"	"15-24"	"2014"	"2014"	1236	4550960	27.2
	"Female"	"F"	"15-24 years"	"15-24"	"2015"	"2015"	1314	4616696	28.5
	"Female"	"F"	"15-24 years"	"15-24"	"2016"	"2016"	1418	4661453	30.4
	"Female"	"F"	"15-24 years"	"15-24"	"2017"	"2017"	1467	4734211	31.0
	"Female"	"F"	"15-24 years"	"15-24"	"2018"	"2018"	1407	4786228	29.4
	"Female"	"F"	"25-34 years"	"25-34"	"1999"	"1999"	1313	2925524	44.9
	"Female"	"F"	"25-34 years"	"25-34"	"2000"	"2000"	1309	3016025	43.4
	"Female"	"F"	"25-34 years"	"25-34"	"2001"	"2001"	1431	3156431	45.3
	"Female"	"F"	"25-34 years"	"25-34"	"2002"	"2002"	1342	3273556	41.0
	"Female"	"F"	"25-34 years"	"25-34"	"2003"	"2003"	1447	3376578	42.9
	"Female"	"F"	"25-34 years"	"25-34"	"2004"	"2004"	1412	3476654	40.6
	"Female"	"F"	"25-34 years"	"25-34"	"2005"	"2005"	1451	3578646	40.5
	"Female"	"F"	"25-34 years"	"25-34"	"2006"	"2006"	1568	3681946	42.6
	"Female"	"F"	"25-34 years"	"25-34"	"2007"	"2007"	1590	3782296	42.0
	"Female"	"F"	"25-34 years"	"25-34"	"2008"	"2008"	1557	3874826	40.2
	"Female"	"F"	"25-34 years"	"25-34"	"2009"	"2009"	1681	3957846	42.5
	"Female"	"F"	"25-34 years"	"25-34"	"2010"	"2010"	1561	4015770	38.9
	"Female"	"F"	"25-34 years"	"25-34"	"2011"	"2011"	1594	4069856	39.2
	"Female"	"F"	"25-34 years"	"25-34"	"2012"	"2012"	1638	4092079	40.0
	"Female"	"F"	"25-34 years"	"25-34"	"2013"	"2013"	1709	4123983	41.4
	"Female"	"F"	"25-34 years"	"25-34"	"2014"	"2014"	1739	4215110	41.3
	"Female"	"F"	"25-34 years"	"25-34"	"2015"	"2015"	1914	4272746	44.8
	"Female"	"F"	"25-34 years"	"25-34"	"2016"	"2016"	2136	4320902	49.4
	"Female"	"F"	"25-34 years"	"25-34"	"2017"	"2017"	2183	4431070	49.3
	"Female"	"F"	"25-34 years"	"25-34"	"2018"	"2018"	2255	4488709	50.2
	"Female"	"F"	"35-44 years"	"35-44"	"1999"	"1999"	2322	2384658	97.4
	"Female"	"F"	"35-44 years"	"35-44"	"2000"	"2000"	2488	2476300	100.5
	"Female"	"F"	"35-44 years"	"35-44"	"2001"	"2001"	2546	2623197	97.1
	"Female"	"F"	"35-44 years"	"35-44"	"2002"	"2002"	2639	2732606	96.6
	"Female"	"F"	"35-44 years"	"35-44"	"2003"	"2003"	2689	2845357	94.5
	"Female"	"F"	"35-44 years"	"35-44"	"2004"	"2004"	2573	2953817	87.1
	"Female"	"F"	"35-44 years"	"35-44"	"2005"	"2005"	2731	3065347	89.1
	"Female"	"F"	"35-44 years"	"35-44"	"2006"	"2006"	2728	3185031	85.7
	"Female"	"F"	"35-44 years"	"35-44"	"2007"	"2007"	2658	3295387	80.7
	"Female"	"F"	"35-44 years"	"35-44"	"2008"	"2008"	2697	3400614	79.3
	"Female"	"F"	"35-44 years"	"35-44"	"2009"	"2009"	2829	3492206	81.0
	"Female"	"F"	"35-44 years"	"35-44"	"2010"	"2010"	2682	3564335	75.2
	"Female"	"F"	"35-44 years"	"35-44"	"2011"	"2011"	2714	3662224	74.1
	"Female"	"F"	"35-44 years"	"35-44"	"2012"	"2012"	2745	3729644	73.6
	"Female"	"F"	"35-44 years"	"35-44"	"2013"	"2013"	2970	3794385	78.3
	"Female"	"F"	"35-44 years"	"35-44"	"2014"	"2014"	3069	3910211	78.5
	"Female"	"F"	"35-44 years"	"35-44"	"2015"	"2015"	3105	3996573	77.7
	"Female"	"F"	"35-44 years"	"35-44"	"2016"	"2016"	3325	4027467	82.6
	"Female"	"F"	"35-44 years"	"35-44"	"2017"	"2017"	3380	4124711	81.9
	"Female"	"F"	"35-44 years"	"35-44"	"2018"	"2018"	3470	4169801	83.2
	"Female"	"F"	"45-54 years"	"45-54"	"1999"	"1999"	3379	1502112	224.9
	"Female"	"F"	"45-54 years"	"45-54"	"2000"	"2000"	3548	1585172	223.8
	"Female"	"F"	"45-54 years"	"45-54"	"2001"	"2001"	3885	1713991	226.7
	"Female"	"F"	"45-54 years"	"45-54"	"2002"	"2002"	4026	1814352	221.9
	"Female"	"F"	"45-54 years"	"45-54"	"2003"	"2003"	4180	1916006	218.2
	"Female"	"F"	"45-54 years"	"45-54"	"2004"	"2004"	4177	2023366	206.4
	"Female"	"F"	"45-54 years"	"45-54"	"2005"	"2005"	4575	2140640	213.7
	"Female"	"F"	"45-54 years"	"45-54"	"2006"	"2006"	4801	2259521	212.5
	"Female"	"F"	"45-54 years"	"45-54"	"2007"	"2007"	4766	2383813	199.9
	"Female"	"F"	"45-54 years"	"45-54"	"2008"	"2008"	4901	2507667	195.4
	"Female"	"F"	"45-54 years"	"45-54"	"2009"	"2009"	5271	2635186	200.0
	"Female"	"F"	"45-54 years"	"45-54"	"2010"	"2010"	5288	2727612	193.9
	"Female"	"F"	"45-54 years"	"45-54"	"2011"	"2011"	5278	2841771	185.7
	"Female"	"F"	"45-54 years"	"45-54"	"2012"	"2012"	5609	2922099	192.0
	"Female"	"F"	"45-54 years"	"45-54"	"2013"	"2013"	5711	3011386	189.6
	"Female"	"F"	"45-54 years"	"45-54"	"2014"	"2014"	5811	3136326	185.3
	"Female"	"F"	"45-54 years"	"45-54"	"2015"	"2015"	5959	3238650	184.0
	"Female"	"F"	"45-54 years"	"45-54"	"2016"	"2016"	6202	3312816	187.2
	"Female"	"F"	"45-54 years"	"45-54"	"2017"	"2017"	6264	3419060	183.2
	"Female"	"F"	"45-54 years"	"45-54"	"2018"	"2018"	6346	3484917	182.1
	"Female"	"F"	"55-64 years"	"55-64"	"1999"	"1999"	4829	868809	555.8
	"Female"	"F"	"55-64 years"	"55-64"	"2000"	"2000"	4973	906866	548.4
	"Female"	"F"	"55-64 years"	"55-64"	"2001"	"2001"	5311	969054	548.1
	"Female"	"F"	"55-64 years"	"55-64"	"2002"	"2002"	5453	1034160	527.3
	"Female"	"F"	"55-64 years"	"55-64"	"2003"	"2003"	5791	1101785	525.6
	"Female"	"F"	"55-64 years"	"55-64"	"2004"	"2004"	5952	1172809	507.5
	"Female"	"F"	"55-64 years"	"55-64"	"2005"	"2005"	6135	1254722	489.0
	"Female"	"F"	"55-64 years"	"55-64"	"2006"	"2006"	6434	1337555	481.0
	"Female"	"F"	"55-64 years"	"55-64"	"2007"	"2007"	6660	1420595	468.8
	"Female"	"F"	"55-64 years"	"55-64"	"2008"	"2008"	7041	1507654	467.0
	"Female"	"F"	"55-64 years"	"55-64"	"2009"	"2009"	7310	1600315	456.8
	"Female"	"F"	"55-64 years"	"55-64"	"2010"	"2010"	7557	1679108	450.1
	"Female"	"F"	"55-64 years"	"55-64"	"2011"	"2011"	7846	1800010	435.9
	"Female"	"F"	"55-64 years"	"55-64"	"2012"	"2012"	8362	1888234	442.8
	"Female"	"F"	"55-64 years"	"55-64"	"2013"	"2013"	8652	1978931	437.2
	"Female"	"F"	"55-64 years"	"55-64"	"2014"	"2014"	9303	2098689	443.3
	"Female"	"F"	"55-64 years"	"55-64"	"2015"	"2015"	9621	2213748	434.6
	"Female"	"F"	"55-64 years"	"55-64"	"2016"	"2016"	10171	2303591	441.5
	"Female"	"F"	"55-64 years"	"55-64"	"2017"	"2017"	10559	2419353	436.4
	"Female"	"F"	"55-64 years"	"55-64"	"2018"	"2018"	10924	2510751	435.1
	"Female"	"F"	"65-74 years"	"65-74"	"1999"	"1999"	8418	581037	1448.8
	"Female"	"F"	"65-74 years"	"65-74"	"2000"	"2000"	8578	602744	1423.2
	"Female"	"F"	"65-74 years"	"65-74"	"2001"	"2001"	8941	632725	1413.1
	"Female"	"F"	"65-74 years"	"65-74"	"2002"	"2002"	9000	657295	1369.2
	"Female"	"F"	"65-74 years"	"65-74"	"2003"	"2003"	9131	682250	1338.4
	"Female"	"F"	"65-74 years"	"65-74"	"2004"	"2004"	9141	707225	1292.5
	"Female"	"F"	"65-74 years"	"65-74"	"2005"	"2005"	9438	734414	1285.1
	"Female"	"F"	"65-74 years"	"65-74"	"2006"	"2006"	9281	763268	1216.0
	"Female"	"F"	"65-74 years"	"65-74"	"2007"	"2007"	9149	796138	1149.2
	"Female"	"F"	"65-74 years"	"65-74"	"2008"	"2008"	9522	837139	1137.4
	"Female"	"F"	"65-74 years"	"65-74"	"2009"	"2009"	9756	881533	1106.7
	"Female"	"F"	"65-74 years"	"65-74"	"2010"	"2010"	9922	914054	1085.5
	"Female"	"F"	"65-74 years"	"65-74"	"2011"	"2011"	10444	969386	1077.4
	"Female"	"F"	"65-74 years"	"65-74"	"2012"	"2012"	10766	1028602	1046.7
	"Female"	"F"	"65-74 years"	"65-74"	"2013"	"2013"	11329	1089422	1039.9
	"Female"	"F"	"65-74 years"	"65-74"	"2014"	"2014"	12088	1166006	1036.7
	"Female"	"F"	"65-74 years"	"65-74"	"2015"	"2015"	13022	1241776	1048.7
	"Female"	"F"	"65-74 years"	"65-74"	"2016"	"2016"	13339	1310008	1018.2
	"Female"	"F"	"65-74 years"	"65-74"	"2017"	"2017"	14336	1389064	1032.1
	"Female"	"F"	"65-74 years"	"65-74"	"2018"	"2018"	14979	1458288	1027.2
	"Female"	"F"	"75-84 years"	"75-84"	"1999"	"1999"	10595	288245	3675.7
	"Female"	"F"	"75-84 years"	"75-84"	"2000"	"2000"	10978	302882	3624.5
	"Female"	"F"	"75-84 years"	"75-84"	"2001"	"2001"	11878	329618	3603.6
	"Female"	"F"	"75-84 years"	"75-84"	"2002"	"2002"	12547	350868	3576.0
	"Female"	"F"	"75-84 years"	"75-84"	"2003"	"2003"	13315	372903	3570.6
	"Female"	"F"	"75-84 years"	"75-84"	"2004"	"2004"	13482	395230	3411.2
	"Female"	"F"	"75-84 years"	"75-84"	"2005"	"2005"	14471	417666	3464.7
	"Female"	"F"	"75-84 years"	"75-84"	"2006"	"2006"	14563	437457	3329.0
	"Female"	"F"	"75-84 years"	"75-84"	"2007"	"2007"	15052	456197	3299.5
	"Female"	"F"	"75-84 years"	"75-84"	"2008"	"2008"	15411	474959	3244.7
	"Female"	"F"	"75-84 years"	"75-84"	"2009"	"2009"	15587	493241	3160.1
	"Female"	"F"	"75-84 years"	"75-84"	"2010"	"2010"	15641	509910	3067.4
	"Female"	"F"	"75-84 years"	"75-84"	"2011"	"2011"	16540	536132	3085.1
	"Female"	"F"	"75-84 years"	"75-84"	"2012"	"2012"	17062	556940	3063.5
	"Female"	"F"	"75-84 years"	"75-84"	"2013"	"2013"	17606	579560	3037.8
	"Female"	"F"	"75-84 years"	"75-84"	"2014"	"2014"	17798	607167	2931.3
	"Female"	"F"	"75-84 years"	"75-84"	"2015"	"2015"	18606	633433	2937.3
	"Female"	"F"	"75-84 years"	"75-84"	"2016"	"2016"	19258	656744	2932.3
	"Female"	"F"	"75-84 years"	"75-84"	"2017"	"2017"	19819	688874	2877.0
	"Female"	"F"	"75-84 years"	"75-84"	"2018"	"2018"	20531	721560	2845.4
	"Female"	"F"	"85+ years"	"85+"	"1999"	"1999"	11105	96170	11547.3
	"Female"	"F"	"85+ years"	"85+"	"2000"	"2000"	11325	101091	11202.8
	"Female"	"F"	"85+ years"	"85+"	"2001"	"2001"	12140	106262	11424.6
	"Female"	"F"	"85+ years"	"85+"	"2002"	"2002"	12288	110094	11161.4
	"Female"	"F"	"85+ years"	"85+"	"2003"	"2003"	12964	115514	11222.9
	"Female"	"F"	"85+ years"	"85+"	"2004"	"2004"	12847	120701	10643.7
	"Female"	"F"	"85+ years"	"85+"	"2005"	"2005"	13915	129205	10769.7
	"Female"	"F"	"85+ years"	"85+"	"2006"	"2006"	14694	137547	10682.9
	"Female"	"F"	"85+ years"	"85+"	"2007"	"2007"	15081	146749	10276.7
	"Female"	"F"	"85+ years"	"85+"	"2008"	"2008"	16602	156090	10636.2
	"Female"	"F"	"85+ years"	"85+"	"2009"	"2009"	16358	167015	9794.3
	"Female"	"F"	"85+ years"	"85+"	"2010"	"2010"	17995	175778	10237.3
	"Female"	"F"	"85+ years"	"85+"	"2011"	"2011"	19146	196829	9727.2
	"Female"	"F"	"85+ years"	"85+"	"2012"	"2012"	20850	212634	9805.6
	"Female"	"F"	"85+ years"	"85+"	"2013"	"2013"	22236	230394	9651.3
	"Female"	"F"	"85+ years"	"85+"	"2014"	"2014"	22897	247531	9250.2
	"Female"	"F"	"85+ years"	"85+"	"2015"	"2015"	24775	267363	9266.4
	"Female"	"F"	"85+ years"	"85+"	"2016"	"2016"	25851	283865	9106.8
	"Female"	"F"	"85+ years"	"85+"	"2017"	"2017"	27648	302616	9136.3
	"Female"	"F"	"85+ years"	"85+"	"2018"	"2018"	28924	317260	9116.8
	"Male"	"M"	"< 1 year"	"1"	"1999"	"1999"	2411	386749	623.4
	"Male"	"M"	"< 1 year"	"1"	"2000"	"2000"	2514	394611	637.1
	"Male"	"M"	"< 1 year"	"1"	"2001"	"2001"	2601	444396	585.3
	"Male"	"M"	"< 1 year"	"1"	"2002"	"2002"	2746	453001	606.2
	"Male"	"M"	"< 1 year"	"1"	"2003"	"2003"	2940	466965	629.6
	"Male"	"M"	"< 1 year"	"1"	"2004"	"2004"	2948	482065	611.5
	"Male"	"M"	"< 1 year"	"1"	"2005"	"2005"	3192	500605	637.6
	"Male"	"M"	"< 1 year"	"1"	"2006"	"2006"	3179	518109	613.6
	"Male"	"M"	"< 1 year"	"1"	"2007"	"2007"	3343	542280	616.5
	"Male"	"M"	"< 1 year"	"1"	"2008"	"2008"	3279	541952	605.0
	"Male"	"M"	"< 1 year"	"1"	"2009"	"2009"	2989	524832	569.5
	"Male"	"M"	"< 1 year"	"1"	"2010"	"2010"	2870	515475	556.8
	"Male"	"M"	"< 1 year"	"1"	"2011"	"2011"	2618	536934	487.6
	"Male"	"M"	"< 1 year"	"1"	"2012"	"2012"	2662	522840	509.1
	"Male"	"M"	"< 1 year"	"1"	"2013"	"2013"	2598	518416	501.1
	"Male"	"M"	"< 1 year"	"1"	"2014"	"2014"	2627	516796	508.3
	"Male"	"M"	"< 1 year"	"1"	"2015"	"2015"	2619	523396	500.4
	"Male"	"M"	"< 1 year"	"1"	"2016"	"2016"	2678	523546	511.5
	"Male"	"M"	"< 1 year"	"1"	"2017"	"2017"	2635	526634	500.3
	"Male"	"M"	"< 1 year"	"1"	"2018"	"2018"	2502	514677	486.1
	"Male"	"M"	"1-4 years"	"1-4"	"1999"	"1999"	481	1461053	32.9
	"Male"	"M"	"1-4 years"	"1-4"	"2000"	"2000"	475	1505820	31.5
	"Male"	"M"	"1-4 years"	"1-4"	"2001"	"2001"	518	1552326	33.4
	"Male"	"M"	"1-4 years"	"1-4"	"2002"	"2002"	546	1629256	33.5
	"Male"	"M"	"1-4 years"	"1-4"	"2003"	"2003"	569	1704350	33.4
	"Male"	"M"	"1-4 years"	"1-4"	"2004"	"2004"	535	1783227	30.0
	"Male"	"M"	"1-4 years"	"1-4"	"2005"	"2005"	610	1848897	33.0
	"Male"	"M"	"1-4 years"	"1-4"	"2006"	"2006"	549	1898510	28.9
	"Male"	"M"	"1-4 years"	"1-4"	"2007"	"2007"	556	1956976	28.4
	"Male"	"M"	"1-4 years"	"1-4"	"2008"	"2008"	587	2025234	29.0
	"Male"	"M"	"1-4 years"	"1-4"	"2009"	"2009"	539	2077449	25.9
	"Male"	"M"	"1-4 years"	"1-4"	"2010"	"2010"	524	2093872	25.0
	"Male"	"M"	"1-4 years"	"1-4"	"2011"	"2011"	539	2113968	25.5
	"Male"	"M"	"1-4 years"	"1-4"	"2012"	"2012"	494	2105391	23.5
	"Male"	"M"	"1-4 years"	"1-4"	"2013"	"2013"	483	2091371	23.1
	"Male"	"M"	"1-4 years"	"1-4"	"2014"	"2014"	421	2097172	20.1
	"Male"	"M"	"1-4 years"	"1-4"	"2015"	"2015"	461	2099170	22.0
	"Male"	"M"	"1-4 years"	"1-4"	"2016"	"2016"	443	2098607	21.1
	"Male"	"M"	"1-4 years"	"1-4"	"2017"	"2017"	455	2115162	21.5
	"Male"	"M"	"1-4 years"	"1-4"	"2018"	"2018"	455	2123725	21.4
	"Male"	"M"	"5-14 years"	"5-14"	"1999"	"1999"	592	3323761	17.8
	"Male"	"M"	"5-14 years"	"5-14"	"2000"	"2000"	622	3469070	17.9
	"Male"	"M"	"5-14 years"	"5-14"	"2001"	"2001"	600	3624332	16.6
	"Male"	"M"	"5-14 years"	"5-14"	"2002"	"2002"	647	3740921	17.3
	"Male"	"M"	"5-14 years"	"5-14"	"2003"	"2003"	706	3847896	18.3
	"Male"	"M"	"5-14 years"	"5-14"	"2004"	"2004"	656	3950504	16.6
	"Male"	"M"	"5-14 years"	"5-14"	"2005"	"2005"	612	4056526	15.1
	"Male"	"M"	"5-14 years"	"5-14"	"2006"	"2006"	673	4193619	16.0
	"Male"	"M"	"5-14 years"	"5-14"	"2007"	"2007"	663	4327958	15.3
	"Male"	"M"	"5-14 years"	"5-14"	"2008"	"2008"	548	4470938	12.3
	"Male"	"M"	"5-14 years"	"5-14"	"2009"	"2009"	650	4626028	14.1
	"Male"	"M"	"5-14 years"	"5-14"	"2010"	"2010"	543	4754987	11.4
	"Male"	"M"	"5-14 years"	"5-14"	"2011"	"2011"	608	4867934	12.5
	"Male"	"M"	"5-14 years"	"5-14"	"2012"	"2012"	608	4959182	12.3
	"Male"	"M"	"5-14 years"	"5-14"	"2013"	"2013"	591	5048863	11.7
	"Male"	"M"	"5-14 years"	"5-14"	"2014"	"2014"	638	5107407	12.5
	"Male"	"M"	"5-14 years"	"5-14"	"2015"	"2015"	633	5171029	12.2
	"Male"	"M"	"5-14 years"	"5-14"	"2016"	"2016"	641	5238136	12.2
	"Male"	"M"	"5-14 years"	"5-14"	"2017"	"2017"	677	5317131	12.7
	"Male"	"M"	"5-14 years"	"5-14"	"2018"	"2018"	607	5368679	11.3
	"Male"	"M"	"15-24 years"	"15-24"	"1999"	"1999"	3547	3407725	104.1
	"Male"	"M"	"15-24 years"	"15-24"	"2000"	"2000"	3837	3563695	107.7
	"Male"	"M"	"15-24 years"	"15-24"	"2001"	"2001"	4019	3705319	108.5
	"Male"	"M"	"15-24 years"	"15-24"	"2002"	"2002"	4182	3808168	109.8
	"Male"	"M"	"15-24 years"	"15-24"	"2003"	"2003"	4244	3897867	108.9
	"Male"	"M"	"15-24 years"	"15-24"	"2004"	"2004"	4376	3992606	109.6
	"Male"	"M"	"15-24 years"	"15-24"	"2005"	"2005"	4604	4098649	112.3
	"Male"	"M"	"15-24 years"	"15-24"	"2006"	"2006"	4712	4215091	111.8
	"Male"	"M"	"15-24 years"	"15-24"	"2007"	"2007"	4506	4324082	104.2
	"Male"	"M"	"15-24 years"	"15-24"	"2008"	"2008"	4079	4440881	91.9
	"Male"	"M"	"15-24 years"	"15-24"	"2009"	"2009"	3992	4559056	87.6
	"Male"	"M"	"15-24 years"	"15-24"	"2010"	"2010"	3689	4648370	79.4
	"Male"	"M"	"15-24 years"	"15-24"	"2011"	"2011"	3723	4744908	78.5
	"Male"	"M"	"15-24 years"	"15-24"	"2012"	"2012"	3655	4783953	76.4
	"Male"	"M"	"15-24 years"	"15-24"	"2013"	"2013"	3516	4826129	72.9
	"Male"	"M"	"15-24 years"	"15-24"	"2014"	"2014"	3669	4867881	75.4
	"Male"	"M"	"15-24 years"	"15-24"	"2015"	"2015"	4039	4912223	82.2
	"Male"	"M"	"15-24 years"	"15-24"	"2016"	"2016"	4304	4932463	87.3
	"Male"	"M"	"15-24 years"	"15-24"	"2017"	"2017"	4387	5000515	87.7
	"Male"	"M"	"15-24 years"	"15-24"	"2018"	"2018"	4333	5028028	86.2
	"Male"	"M"	"25-34 years"	"25-34"	"1999"	"1999"	4084	3387762	120.6
	"Male"	"M"	"25-34 years"	"25-34"	"2000"	"2000"	4200	3494210	120.2
	"Male"	"M"	"25-34 years"	"25-34"	"2001"	"2001"	4366	3630261	120.3
	"Male"	"M"	"25-34 years"	"25-34"	"2002"	"2002"	4474	3745957	119.4
	"Male"	"M"	"25-34 years"	"25-34"	"2003"	"2003"	4742	3842401	123.4
	"Male"	"M"	"25-34 years"	"25-34"	"2004"	"2004"	4547	3939446	115.4
	"Male"	"M"	"25-34 years"	"25-34"	"2005"	"2005"	4960	4032197	123.0
	"Male"	"M"	"25-34 years"	"25-34"	"2006"	"2006"	5024	4129775	121.7
	"Male"	"M"	"25-34 years"	"25-34"	"2007"	"2007"	4956	4222625	117.4
	"Male"	"M"	"25-34 years"	"25-34"	"2008"	"2008"	4839	4307837	112.3
	"Male"	"M"	"25-34 years"	"25-34"	"2009"	"2009"	4688	4376667	107.1
	"Male"	"M"	"25-34 years"	"25-34"	"2010"	"2010"	4461	4419184	100.9
