"Notes"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"< 1 year"	"1"	"#Measles (B05)"	"GR113-014"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Measles (B05)"	"GR113-014"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Malaria (B50-B54)"	"GR113-017"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Malaria (B50-B54)"	"GR113-017"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2010"	"2010"	12	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2018"	"2018"	19	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2010"	"2010"	7	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2018"	"2018"	6	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2010"	"2010"	1	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2018"	"2018"	2	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant melanoma of skin (C43)"	"GR113-028"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant melanoma of skin (C43)"	"GR113-028"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"2010"	"2010"	1	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"2018"	"2018"	1	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2010"	"2010"	3	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2018"	"2018"	3	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Hodgkin disease (C81)"	"GR113-038"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Hodgkin disease (C81)"	"GR113-038"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Leukemia (C91-C95)"	"GR113-040"	"2010"	"2010"	3	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Leukemia (C91-C95)"	"GR113-040"	"2018"	"2018"	3	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"2010"	"2010"	2	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"2010"	"2010"	6	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"2018"	"2018"	9	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Anemias (D50-D64)"	"GR113-045"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Anemias (D50-D64)"	"GR113-045"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"2010"	"2010"	1	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	"2010"	"2010"	1	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	"2018"	"2018"	1	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malnutrition (E40-E46)"	"GR113-048"	"2010"	"2010"	1	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Malnutrition (E40-E46)"	"GR113-048"	"2018"	"2018"	1	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Meningitis (G00,G03)"	"GR113-050"	"2010"	"2010"	7	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Meningitis (G00,G03)"	"GR113-050"	"2018"	"2018"	4	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2010"	"2010"	34	496916	6.8
	"Female"	"F"	"< 1 year"	"1"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2018"	"2018"	47	492900	9.5
	"Female"	"F"	"< 1 year"	"1"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2010"	"2010"	22	496916	4.4
	"Female"	"F"	"< 1 year"	"1"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2018"	"2018"	34	492900	6.9
	"Female"	"F"	"< 1 year"	"1"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Hypertensive heart disease (I11)"	"GR113-056"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Hypertensive heart disease (I11)"	"GR113-056"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2010"	"2010"	2	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2018"	"2018"	2	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2010"	"2010"	2	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2018"	"2018"	2	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other heart diseases (I26-I51)"	"GR113-064"	"2010"	"2010"	20	496916	4.0
	"Female"	"F"	"< 1 year"	"1"	"Other heart diseases (I26-I51)"	"GR113-064"	"2018"	"2018"	32	492900	6.5
	"Female"	"F"	"< 1 year"	"1"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2018"	"2018"	1	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2010"	"2010"	1	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2018"	"2018"	4	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Heart failure (I50)"	"GR113-067"	"2010"	"2010"	1	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Heart failure (I50)"	"GR113-067"	"2018"	"2018"	3	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2010"	"2010"	18	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2018"	"2018"	24	492900	4.9
	"Female"	"F"	"< 1 year"	"1"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2010"	"2010"	1	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2010"	"2010"	10	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2018"	"2018"	8	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Atherosclerosis (I70)"	"GR113-071"	"2010"	"2010"	1	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Atherosclerosis (I70)"	"GR113-071"	"2018"	"2018"	2	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2018"	"2018"	3	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2018"	"2018"	3	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2010"	"2010"	6	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2018"	"2018"	1	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2010"	"2010"	15	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2018"	"2018"	16	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Influenza (J09-J11)"	"GR113-077"	"2010"	"2010"	2	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Influenza (J09-J11)"	"GR113-077"	"2018"	"2018"	5	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Pneumonia (J12-J18)"	"GR113-078"	"2010"	"2010"	13	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Pneumonia (J12-J18)"	"GR113-078"	"2018"	"2018"	11	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2010"	"2010"	1	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2018"	"2018"	2	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2010"	"2010"	1	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2018"	"2018"	2	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2010"	"2010"	3	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2010"	"2010"	3	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Emphysema (J43)"	"GR113-084"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Emphysema (J43)"	"GR113-084"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Asthma (J45-J46)"	"GR113-085"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2010"	"2010"	1	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2010"	"2010"	18	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2018"	"2018"	10	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2010"	"2010"	0	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2010"	"2010"	1	496916	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2018"	"2018"	0	492900	Unreliable
	"Female"	"F"	"< 1 year"	"1"	"#Hernia (K40-K46)"	"GR113-092"	"2010"	"2010"	2	496916	Unreliable
