"Notes"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"35-44 years"	"35-44"	"2016"	"2016"	25	4027467	0.6
	"Female"	"F"	"35-44 years"	"35-44"	"2017"	"2017"	22	4124711	0.5
	"Female"	"F"	"35-44 years"	"35-44"	"2018"	"2018"	22	4169801	0.5
	"Female"	"F"	"45-54 years"	"45-54"	"1999"	"1999"	29	1502112	1.9
	"Female"	"F"	"45-54 years"	"45-54"	"2000"	"2000"	35	1585172	2.2
	"Female"	"F"	"45-54 years"	"45-54"	"2001"	"2001"	39	1713991	2.3
	"Female"	"F"	"45-54 years"	"45-54"	"2002"	"2002"	38	1814352	2.1
	"Female"	"F"	"45-54 years"	"45-54"	"2003"	"2003"	48	1916006	2.5
	"Female"	"F"	"45-54 years"	"45-54"	"2004"	"2004"	63	2023366	3.1
	"Female"	"F"	"45-54 years"	"45-54"	"2005"	"2005"	69	2140640	3.2
	"Female"	"F"	"45-54 years"	"45-54"	"2006"	"2006"	69	2259521	3.1
	"Female"	"F"	"45-54 years"	"45-54"	"2007"	"2007"	70	2383813	2.9
	"Female"	"F"	"45-54 years"	"45-54"	"2008"	"2008"	62	2507667	2.5
	"Female"	"F"	"45-54 years"	"45-54"	"2009"	"2009"	64	2635186	2.4
	"Female"	"F"	"45-54 years"	"45-54"	"2010"	"2010"	55	2727612	2.0
	"Female"	"F"	"45-54 years"	"45-54"	"2011"	"2011"	67	2841771	2.4
	"Female"	"F"	"45-54 years"	"45-54"	"2012"	"2012"	74	2922099	2.5
	"Female"	"F"	"45-54 years"	"45-54"	"2013"	"2013"	86	3011386	2.9
	"Female"	"F"	"45-54 years"	"45-54"	"2014"	"2014"	62	3136326	2.0
	"Female"	"F"	"45-54 years"	"45-54"	"2015"	"2015"	83	3238650	2.6
	"Female"	"F"	"45-54 years"	"45-54"	"2016"	"2016"	74	3312816	2.2
	"Female"	"F"	"45-54 years"	"45-54"	"2017"	"2017"	69	3419060	2.0
	"Female"	"F"	"45-54 years"	"45-54"	"2018"	"2018"	90	3484917	2.6
	"Female"	"F"	"55-64 years"	"55-64"	"1999"	"1999"	55	868809	6.3
	"Female"	"F"	"55-64 years"	"55-64"	"2000"	"2000"	69	906866	7.6
	"Female"	"F"	"55-64 years"	"55-64"	"2001"	"2001"	74	969054	7.6
	"Female"	"F"	"55-64 years"	"55-64"	"2002"	"2002"	85	1034160	8.2
	"Female"	"F"	"55-64 years"	"55-64"	"2003"	"2003"	96	1101785	8.7
	"Female"	"F"	"55-64 years"	"55-64"	"2004"	"2004"	78	1172809	6.7
	"Female"	"F"	"55-64 years"	"55-64"	"2005"	"2005"	107	1254722	8.5
	"Female"	"F"	"55-64 years"	"55-64"	"2006"	"2006"	102	1337555	7.6
	"Female"	"F"	"55-64 years"	"55-64"	"2007"	"2007"	110	1420595	7.7
	"Female"	"F"	"55-64 years"	"55-64"	"2008"	"2008"	129	1507654	8.6
	"Female"	"F"	"55-64 years"	"55-64"	"2009"	"2009"	146	1600315	9.1
	"Female"	"F"	"55-64 years"	"55-64"	"2010"	"2010"	132	1679108	7.9
	"Female"	"F"	"55-64 years"	"55-64"	"2011"	"2011"	151	1800010	8.4
	"Female"	"F"	"55-64 years"	"55-64"	"2012"	"2012"	172	1888234	9.1
	"Female"	"F"	"55-64 years"	"55-64"	"2013"	"2013"	230	1978931	11.6
	"Female"	"F"	"55-64 years"	"55-64"	"2014"	"2014"	217	2098689	10.3
	"Female"	"F"	"55-64 years"	"55-64"	"2015"	"2015"	222	2213748	10.0
	"Female"	"F"	"55-64 years"	"55-64"	"2016"	"2016"	220	2303591	9.6
	"Female"	"F"	"55-64 years"	"55-64"	"2017"	"2017"	243	2419353	10.0
	"Female"	"F"	"55-64 years"	"55-64"	"2018"	"2018"	264	2510751	10.5
	"Female"	"F"	"65-74 years"	"65-74"	"1999"	"1999"	129	581037	22.2
	"Female"	"F"	"65-74 years"	"65-74"	"2000"	"2000"	127	602744	21.1
	"Female"	"F"	"65-74 years"	"65-74"	"2001"	"2001"	121	632725	19.1
	"Female"	"F"	"65-74 years"	"65-74"	"2002"	"2002"	147	657295	22.4
	"Female"	"F"	"65-74 years"	"65-74"	"2003"	"2003"	152	682250	22.3
	"Female"	"F"	"65-74 years"	"65-74"	"2004"	"2004"	152	707225	21.5
	"Female"	"F"	"65-74 years"	"65-74"	"2005"	"2005"	169	734414	23.0
	"Female"	"F"	"65-74 years"	"65-74"	"2006"	"2006"	152	763268	19.9
	"Female"	"F"	"65-74 years"	"65-74"	"2007"	"2007"	176	796138	22.1
	"Female"	"F"	"65-74 years"	"65-74"	"2008"	"2008"	154	837139	18.4
	"Female"	"F"	"65-74 years"	"65-74"	"2009"	"2009"	186	881533	21.1
	"Female"	"F"	"65-74 years"	"65-74"	"2010"	"2010"	207	914054	22.6
	"Female"	"F"	"65-74 years"	"65-74"	"2011"	"2011"	224	969386	23.1
	"Female"	"F"	"65-74 years"	"65-74"	"2012"	"2012"	246	1028602	23.9
	"Female"	"F"	"65-74 years"	"65-74"	"2013"	"2013"	256	1089422	23.5
	"Female"	"F"	"65-74 years"	"65-74"	"2014"	"2014"	287	1166006	24.6
	"Female"	"F"	"65-74 years"	"65-74"	"2015"	"2015"	319	1241776	25.7
	"Female"	"F"	"65-74 years"	"65-74"	"2016"	"2016"	300	1310008	22.9
	"Female"	"F"	"65-74 years"	"65-74"	"2017"	"2017"	356	1389064	25.6
	"Female"	"F"	"65-74 years"	"65-74"	"2018"	"2018"	368	1458288	25.2
	"Female"	"F"	"75-84 years"	"75-84"	"1999"	"1999"	118	288245	40.9
	"Female"	"F"	"75-84 years"	"75-84"	"2000"	"2000"	110	302882	36.3
	"Female"	"F"	"75-84 years"	"75-84"	"2001"	"2001"	137	329618	41.6
	"Female"	"F"	"75-84 years"	"75-84"	"2002"	"2002"	119	350868	33.9
	"Female"	"F"	"75-84 years"	"75-84"	"2003"	"2003"	147	372903	39.4
	"Female"	"F"	"75-84 years"	"75-84"	"2004"	"2004"	157	395230	39.7
	"Female"	"F"	"75-84 years"	"75-84"	"2005"	"2005"	175	417666	41.9
	"Female"	"F"	"75-84 years"	"75-84"	"2006"	"2006"	177	437457	40.5
	"Female"	"F"	"75-84 years"	"75-84"	"2007"	"2007"	192	456197	42.1
	"Female"	"F"	"75-84 years"	"75-84"	"2008"	"2008"	211	474959	44.4
	"Female"	"F"	"75-84 years"	"75-84"	"2009"	"2009"	241	493241	48.9
	"Female"	"F"	"75-84 years"	"75-84"	"2010"	"2010"	223	509910	43.7
	"Female"	"F"	"75-84 years"	"75-84"	"2011"	"2011"	255	536132	47.6
	"Female"	"F"	"75-84 years"	"75-84"	"2012"	"2012"	265	556940	47.6
	"Female"	"F"	"75-84 years"	"75-84"	"2013"	"2013"	280	579560	48.3
	"Female"	"F"	"75-84 years"	"75-84"	"2014"	"2014"	278	607167	45.8
	"Female"	"F"	"75-84 years"	"75-84"	"2015"	"2015"	284	633433	44.8
	"Female"	"F"	"75-84 years"	"75-84"	"2016"	"2016"	313	656744	47.7
	"Female"	"F"	"75-84 years"	"75-84"	"2017"	"2017"	316	688874	45.9
	"Female"	"F"	"75-84 years"	"75-84"	"2018"	"2018"	360	721560	49.9
	"Female"	"F"	"85+ years"	"85+"	"1999"	"1999"	45	96170	46.8
	"Female"	"F"	"85+ years"	"85+"	"2000"	"2000"	52	101091	51.4
	"Female"	"F"	"85+ years"	"85+"	"2001"	"2001"	50	106262	47.1
	"Female"	"F"	"85+ years"	"85+"	"2002"	"2002"	63	110094	57.2
	"Female"	"F"	"85+ years"	"85+"	"2003"	"2003"	64	115514	55.4
	"Female"	"F"	"85+ years"	"85+"	"2004"	"2004"	56	120701	46.4
	"Female"	"F"	"85+ years"	"85+"	"2005"	"2005"	71	129205	55.0
	"Female"	"F"	"85+ years"	"85+"	"2006"	"2006"	86	137547	62.5
	"Female"	"F"	"85+ years"	"85+"	"2007"	"2007"	64	146749	43.6
	"Female"	"F"	"85+ years"	"85+"	"2008"	"2008"	93	156090	59.6
	"Female"	"F"	"85+ years"	"85+"	"2009"	"2009"	88	167015	52.7
	"Female"	"F"	"85+ years"	"85+"	"2010"	"2010"	106	175778	60.3
	"Female"	"F"	"85+ years"	"85+"	"2011"	"2011"	92	196829	46.7
	"Female"	"F"	"85+ years"	"85+"	"2012"	"2012"	125	212634	58.8
	"Female"	"F"	"85+ years"	"85+"	"2013"	"2013"	118	230394	51.2
	"Female"	"F"	"85+ years"	"85+"	"2014"	"2014"	144	247531	58.2
	"Female"	"F"	"85+ years"	"85+"	"2015"	"2015"	161	267363	60.2
	"Female"	"F"	"85+ years"	"85+"	"2016"	"2016"	173	283865	60.9
	"Female"	"F"	"85+ years"	"85+"	"2017"	"2017"	176	302616	58.2
	"Female"	"F"	"85+ years"	"85+"	"2018"	"2018"	178	317260	56.1
	"Male"	"M"	"15-24 years"	"15-24"	"1999"	"1999"	3	3407725	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2000"	"2000"	3	3563695	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2001"	"2001"	1	3705319	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2002"	"2002"	1	3808168	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2003"	"2003"	1	3897867	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2004"	"2004"	0	3992606	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2005"	"2005"	2	4098649	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2006"	"2006"	1	4215091	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2007"	"2007"	3	4324082	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2008"	"2008"	2	4440881	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2009"	"2009"	3	4559056	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2010"	"2010"	4	4648370	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2011"	"2011"	2	4744908	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2012"	"2012"	9	4783953	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2013"	"2013"	3	4826129	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2014"	"2014"	3	4867881	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2015"	"2015"	2	4912223	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2016"	"2016"	7	4932463	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2017"	"2017"	1	5000515	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"2018"	"2018"	6	5028028	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"1999"	"1999"	5	3387762	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2000"	"2000"	5	3494210	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2001"	"2001"	7	3630261	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2002"	"2002"	4	3745957	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2003"	"2003"	6	3842401	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2004"	"2004"	9	3939446	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2005"	"2005"	4	4032197	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2006"	"2006"	2	4129775	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2007"	"2007"	10	4222625	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2008"	"2008"	6	4307837	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2009"	"2009"	6	4376667	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2010"	"2010"	5	4419184	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2011"	"2011"	5	4535264	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2012"	"2012"	9	4579473	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2013"	"2013"	9	4638238	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2014"	"2014"	7	4666247	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2015"	"2015"	6	4710492	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2016"	"2016"	10	4744881	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2017"	"2017"	8	4889623	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"2018"	"2018"	11	4940457	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"1999"	"1999"	27	2545704	1.1
	"Male"	"M"	"35-44 years"	"35-44"	"2000"	"2000"	45	2653010	1.7
	"Male"	"M"	"35-44 years"	"35-44"	"2001"	"2001"	36	2809147	1.3
	"Male"	"M"	"35-44 years"	"35-44"	"2002"	"2002"	33	2919575	1.1
	"Male"	"M"	"35-44 years"	"35-44"	"2003"	"2003"	37	3029768	1.2
	"Male"	"M"	"35-44 years"	"35-44"	"2004"	"2004"	52	3140262	1.7
	"Male"	"M"	"35-44 years"	"35-44"	"2005"	"2005"	36	3254506	1.1
	"Male"	"M"	"35-44 years"	"35-44"	"2006"	"2006"	35	3371248	1.0
	"Male"	"M"	"35-44 years"	"35-44"	"2007"	"2007"	41	3476080	1.2
	"Male"	"M"	"35-44 years"	"35-44"	"2008"	"2008"	39	3579653	1.1
	"Male"	"M"	"35-44 years"	"35-44"	"2009"	"2009"	36	3666767	1.0
	"Male"	"M"	"35-44 years"	"35-44"	"2010"	"2010"	33	3734405	0.9
	"Male"	"M"	"35-44 years"	"35-44"	"2011"	"2011"	39	3845565	1.0
	"Male"	"M"	"35-44 years"	"35-44"	"2012"	"2012"	38	3919266	1.0
	"Male"	"M"	"35-44 years"	"35-44"	"2013"	"2013"	37	3995834	0.9
	"Male"	"M"	"35-44 years"	"35-44"	"2014"	"2014"	34	4082534	0.8
	"Male"	"M"	"35-44 years"	"35-44"	"2015"	"2015"	37	4179196	0.9
	"Male"	"M"	"35-44 years"	"35-44"	"2016"	"2016"	41	4221547	1.0
	"Male"	"M"	"35-44 years"	"35-44"	"2017"	"2017"	27	4347457	0.6
	"Male"	"M"	"35-44 years"	"35-44"	"2018"	"2018"	34	4417311	0.8
	"Male"	"M"	"45-54 years"	"45-54"	"1999"	"1999"	141	1461909	9.6
	"Male"	"M"	"45-54 years"	"45-54"	"2000"	"2000"	141	1550931	9.1
	"Male"	"M"	"45-54 years"	"45-54"	"2001"	"2001"	187	1684409	11.1
	"Male"	"M"	"45-54 years"	"45-54"	"2002"	"2002"	179	1788830	10.0
	"Male"	"M"	"45-54 years"	"45-54"	"2003"	"2003"	239	1894427	12.6
	"Male"	"M"	"45-54 years"	"45-54"	"2004"	"2004"	226	2005794	11.3
	"Male"	"M"	"45-54 years"	"45-54"	"2005"	"2005"	272	2132716	12.8
	"Male"	"M"	"45-54 years"	"45-54"	"2006"	"2006"	262	2254150	11.6
	"Male"	"M"	"45-54 years"	"45-54"	"2007"	"2007"	248	2382593	10.4
	"Male"	"M"	"45-54 years"	"45-54"	"2008"	"2008"	276	2510039	11.0
	"Male"	"M"	"45-54 years"	"45-54"	"2009"	"2009"	285	2640935	10.8
	"Male"	"M"	"45-54 years"	"45-54"	"2010"	"2010"	290	2735916	10.6
	"Male"	"M"	"45-54 years"	"45-54"	"2011"	"2011"	327	2874312	11.4
	"Male"	"M"	"45-54 years"	"45-54"	"2012"	"2012"	308	2967274	10.4
	"Male"	"M"	"45-54 years"	"45-54"	"2013"	"2013"	283	3070193	9.2
	"Male"	"M"	"45-54 years"	"45-54"	"2014"	"2014"	283	3194380	8.9
	"Male"	"M"	"45-54 years"	"45-54"	"2015"	"2015"	288	3301061	8.7
	"Male"	"M"	"45-54 years"	"45-54"	"2016"	"2016"	302	3372447	9.0
	"Male"	"M"	"45-54 years"	"45-54"	"2017"	"2017"	312	3476449	9.0
	"Male"	"M"	"45-54 years"	"45-54"	"2018"	"2018"	220	3540648	6.2
	"Male"	"M"	"55-64 years"	"55-64"	"1999"	"1999"	159	768342	20.7
	"Male"	"M"	"55-64 years"	"55-64"	"2000"	"2000"	165	803574	20.5
	"Male"	"M"	"55-64 years"	"55-64"	"2001"	"2001"	187	862844	21.7
	"Male"	"M"	"55-64 years"	"55-64"	"2002"	"2002"	225	924295	24.3
	"Male"	"M"	"55-64 years"	"55-64"	"2003"	"2003"	241	986818	24.4
	"Male"	"M"	"55-64 years"	"55-64"	"2004"	"2004"	291	1053465	27.6
	"Male"	"M"	"55-64 years"	"55-64"	"2005"	"2005"	327	1130851	28.9
	"Male"	"M"	"55-64 years"	"55-64"	"2006"	"2006"	335	1209187	27.7
	"Male"	"M"	"55-64 years"	"55-64"	"2007"	"2007"	365	1287537	28.3
	"Male"	"M"	"55-64 years"	"55-64"	"2008"	"2008"	438	1369294	32.0
	"Male"	"M"	"55-64 years"	"55-64"	"2009"	"2009"	491	1458237	33.7
	"Male"	"M"	"55-64 years"	"55-64"	"2010"	"2010"	522	1534709	34.0
	"Male"	"M"	"55-64 years"	"55-64"	"2011"	"2011"	605	1657692	36.5
	"Male"	"M"	"55-64 years"	"55-64"	"2012"	"2012"	668	1746656	38.2
	"Male"	"M"	"55-64 years"	"55-64"	"2013"	"2013"	744	1840320	40.4
	"Male"	"M"	"55-64 years"	"55-64"	"2014"	"2014"	723	1954870	37.0
	"Male"	"M"	"55-64 years"	"55-64"	"2015"	"2015"	716	2076481	34.5
	"Male"	"M"	"55-64 years"	"55-64"	"2016"	"2016"	818	2165848	37.8
	"Male"	"M"	"55-64 years"	"55-64"	"2017"	"2017"	754	2282658	33.0
	"Male"	"M"	"55-64 years"	"55-64"	"2018"	"2018"	846	2379682	35.6
	"Male"	"M"	"65-74 years"	"65-74"	"1999"	"1999"	195	455197	42.8
	"Male"	"M"	"65-74 years"	"65-74"	"2000"	"2000"	208	473875	43.9
	"Male"	"M"	"65-74 years"	"65-74"	"2001"	"2001"	206	498321	41.3
	"Male"	"M"	"65-74 years"	"65-74"	"2002"	"2002"	256	517526	49.5
	"Male"	"M"	"65-74 years"	"65-74"	"2003"	"2003"	245	538672	45.5
	"Male"	"M"	"65-74 years"	"65-74"	"2004"	"2004"	239	560494	42.6
	"Male"	"M"	"65-74 years"	"65-74"	"2005"	"2005"	277	583952	47.4
	"Male"	"M"	"65-74 years"	"65-74"	"2006"	"2006"	282	608431	46.3
	"Male"	"M"	"65-74 years"	"65-74"	"2007"	"2007"	288	635705	45.3
	"Male"	"M"	"65-74 years"	"65-74"	"2008"	"2008"	309	669633	46.1
	"Male"	"M"	"65-74 years"	"65-74"	"2009"	"2009"	346	705502	49.0
	"Male"	"M"	"65-74 years"	"65-74"	"2010"	"2010"	354	734664	48.2
	"Male"	"M"	"65-74 years"	"65-74"	"2011"	"2011"	400	786108	50.9
	"Male"	"M"	"65-74 years"	"65-74"	"2012"	"2012"	419	839859	49.9
	"Male"	"M"	"65-74 years"	"65-74"	"2013"	"2013"	501	897737	55.8
	"Male"	"M"	"65-74 years"	"65-74"	"2014"	"2014"	526	963570	54.6
	"Male"	"M"	"65-74 years"	"65-74"	"2015"	"2015"	550	1030448	53.4
	"Male"	"M"	"65-74 years"	"65-74"	"2016"	"2016"	656	1091224	60.1
	"Male"	"M"	"65-74 years"	"65-74"	"2017"	"2017"	687	1160593	59.2
	"Male"	"M"	"65-74 years"	"65-74"	"2018"	"2018"	796	1224396	65.0
	"Male"	"M"	"75-84 years"	"75-84"	"1999"	"1999"	121	191795	63.1
	"Male"	"M"	"75-84 years"	"75-84"	"2000"	"2000"	152	203382	74.7
	"Male"	"M"	"75-84 years"	"75-84"	"2001"	"2001"	152	222233	68.4
	"Male"	"M"	"75-84 years"	"75-84"	"2002"	"2002"	146	237427	61.5
	"Male"	"M"	"75-84 years"	"75-84"	"2003"	"2003"	172	253123	68.0
	"Male"	"M"	"75-84 years"	"75-84"	"2004"	"2004"	176	268851	65.5
	"Male"	"M"	"75-84 years"	"75-84"	"2005"	"2005"	205	285275	71.9
	"Male"	"M"	"75-84 years"	"75-84"	"2006"	"2006"	219	299802	73.0
	"Male"	"M"	"75-84 years"	"75-84"	"2007"	"2007"	239	313038	76.3
	"Male"	"M"	"75-84 years"	"75-84"	"2008"	"2008"	247	325426	75.9
	"Male"	"M"	"75-84 years"	"75-84"	"2009"	"2009"	269	339142	79.3
	"Male"	"M"	"75-84 years"	"75-84"	"2010"	"2010"	266	352386	75.5
	"Male"	"M"	"75-84 years"	"75-84"	"2011"	"2011"	278	373669	74.4
	"Male"	"M"	"75-84 years"	"75-84"	"2012"	"2012"	303	389376	77.8
	"Male"	"M"	"75-84 years"	"75-84"	"2013"	"2013"	317	406818	77.9
	"Male"	"M"	"75-84 years"	"75-84"	"2014"	"2014"	314	427559	73.4
	"Male"	"M"	"75-84 years"	"75-84"	"2015"	"2015"	339	447841	75.7
	"Male"	"M"	"75-84 years"	"75-84"	"2016"	"2016"	383	464928	82.4
	"Male"	"M"	"75-84 years"	"75-84"	"2017"	"2017"	397	489645	81.1
	"Male"	"M"	"75-84 years"	"75-84"	"2018"	"2018"	396	514814	76.9
	"Male"	"M"	"85+ years"	"85+"	"1999"	"1999"	31	46367	66.9
	"Male"	"M"	"85+ years"	"85+"	"2000"	"2000"	36	49617	72.6
	"Male"	"M"	"85+ years"	"85+"	"2001"	"2001"	34	51525	66.0
	"Male"	"M"	"85+ years"	"85+"	"2002"	"2002"	45	53089	84.8
	"Male"	"M"	"85+ years"	"85+"	"2003"	"2003"	36	56054	64.2
	"Male"	"M"	"85+ years"	"85+"	"2004"	"2004"	51	59100	86.3
	"Male"	"M"	"85+ years"	"85+"	"2005"	"2005"	57	63886	89.2
	"Male"	"M"	"85+ years"	"85+"	"2006"	"2006"	55	68946	79.8
	"Male"	"M"	"85+ years"	"85+"	"2007"	"2007"	52	75166	69.2
	"Male"	"M"	"85+ years"	"85+"	"2008"	"2008"	65	82019	79.2
	"Male"	"M"	"85+ years"	"85+"	"2009"	"2009"	71	89429	79.4
	"Male"	"M"	"85+ years"	"85+"	"2010"	"2010"	104	94832	109.7
	"Male"	"M"	"85+ years"	"85+"	"2011"	"2011"	93	106857	87.0
	"Male"	"M"	"85+ years"	"85+"	"2012"	"2012"	106	116301	91.1
