Year	Locationabbr	Locationdesc	Class	Topic	Question	Response	Break_Out	Break_Out_Category	Sample_Size	Data_value	Confidence_limit_Low	Confidence_limit_High	Display_order	Data_value_unit	Data_value_type	Data_Value_Footnote_Symbol	Data_Value_Footnote	DataSource	ClassId	TopicId	LocationID	BreakoutID	BreakOutCategoryID	QuestionID	ResponseID	GeoLocation
2005	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	29	4	2.1	5.9	936	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA2	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2009	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	21	7.3	3.9	10.8	2074	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA2	CAT5	_RFDRHV3	RESP046	(13.444304, 144.793731)
2001	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	16	5.1	2.3	7.9	1056	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA2	CAT5	_RFDRHVY	RESP046	(13.444304, 144.793731)
2003	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	37	7.1	3.7	10.5	1045	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA3	CAT5	_RFDRHV2	RESP046	(18.335765, -64.896335)
2004	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	28	3.4	1.9	4.9	597	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA1	CAT5	_RFDRHV2	RESP046	(18.220833, -66.590149)
2004	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	36	4.6	2.8	6.4	645	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA2	CAT5	_RFDRHV2	RESP046	(18.335765, -64.896335)
2006	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	44	4.8	3.1	6.5	1814	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA2	CAT5	_RFDRHV3	RESP046	(18.335765, -64.896335)
2003	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	13	2	0.8	3.2	977	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA3	CAT5	_RFDRHV2	RESP046	(18.220833, -66.590149)
2003	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	16	7.8	3.8	11.8	1026	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA3	CAT5	_RFDRHV2	RESP046	(13.444304, 144.793731)
2010	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	34	11.5	6.5	16.5	1998	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA3	CAT5	_RFDRHV3	RESP046	(18.335765, -64.896335)
2002	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	24	2.5	1.3	3.7	898	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA1	CAT5	_RFDRHV2	RESP046	(18.220833, -66.590149)
2010	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	15	2.7	0.9	4.5	1854	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA3	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2007	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	9	6.9	2	11.8	1778	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA3	CAT5	_RFDRHV3	RESP046	(13.444304, 144.793731)
2001	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	5	6	0	12.7	1055	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA1	CAT5	_RFDRHVY	RESP046	(13.444304, 144.793731)
2008	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	10	8.1	2.7	13.6	1973	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA3	CAT5	_RFDRHV3	RESP046	(13.444304, 144.793731)
2008	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	25	3.7	2	5.3	1854	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA2	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2010	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	17	2.7	1.1	4.3	1855	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA4	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2004	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	35	6.1	3.9	8.3	646	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA3	CAT5	_RFDRHV2	RESP046	(18.335765, -64.896335)
2005	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	33	5.5	3.1	7.9	937	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA3	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2008	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	48	5.4	3.5	7.3	1856	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA4	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2007	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	4	6.5	0.2	12.8	1776	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA1	CAT5	_RFDRHV3	RESP046	(13.444304, 144.793731)
2002	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	16	1.8	0.8	2.8	901	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA4	CAT5	_RFDRHV2	RESP046	(18.220833, -66.590149)
2001	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	11	4.8	1.5	8.1	1058	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA4	CAT5	_RFDRHVY	RESP046	(13.444304, 144.793731)
2007	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	55	7.9	5.5	10.3	1881	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA4	CAT5	_RFDRHV3	RESP046	(18.335765, -64.896335)
2002	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	4	2.6	0.1	5.1	940	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA1	CAT5	_RFDRHV2	RESP046	(13.444304, 144.793731)
2008	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	7	8.8	1	16.6	1971	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA1	CAT5	_RFDRHV3	RESP046	(13.444304, 144.793731)
2010	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	17	3	1.1	4.9	1997	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA2	CAT5	_RFDRHV3	RESP046	(18.335765, -64.896335)
2007	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	29	4.6	2.6	6.6	1718	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA2	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2002	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	29	7	3.9	10.1	962	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA1	CAT5	_RFDRHV2	RESP046	(18.335765, -64.896335)
2005	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	19	5.4	2.8	8	1016	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA1	CAT5	_RFDRHV3	RESP046	(18.335765, -64.896335)
2009	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	6	6.7	0.5	12.8	2073	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA1	CAT5	_RFDRHV3	RESP046	(13.444304, 144.793731)
2006	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	28	4	2.3	5.7	1670	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA3	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2009	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	23	3.2	1.7	4.7	1950	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA4	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2008	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	17	1.9	0.7	3.1	1853	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA1	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2002	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	47	8.6	5.5	11.7	965	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA4	CAT5	_RFDRHV2	RESP046	(18.335765, -64.896335)
2009	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	27	4.9	2.8	6.9	1949	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA3	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2007	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	38	3.7	2.3	5.1	1720	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA4	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2009	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	38	8.3	5.2	11.3	2107	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA3	CAT5	_RFDRHV3	RESP046	(18.335765, -64.896335)
2005	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	51	8.3	5.7	10.9	1019	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA4	CAT5	_RFDRHV3	RESP046	(18.335765, -64.896335)
2003	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	6	2.9	0	5.8	1027	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA4	CAT5	_RFDRHV2	RESP046	(13.444304, 144.793731)
2007	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	24	5.2	3	7.4	1880	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA3	CAT5	_RFDRHV3	RESP046	(18.335765, -64.896335)
2010	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	21	4.6	1.7	7.4	1852	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA1	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2007	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	31	3.3	1.9	4.7	1879	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA2	CAT5	_RFDRHV3	RESP046	(18.335765, -64.896335)
2002	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	28	3.7	2.1	5.3	899	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA2	CAT5	_RFDRHV2	RESP046	(18.220833, -66.590149)
2007	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	15	10.3	4.8	15.8	1777	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA2	CAT5	_RFDRHV3	RESP046	(13.444304, 144.793731)
2001	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	18	2.7	1	4.4	973	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA4	CAT5	_RFDRHVY	RESP046	(18.220833, -66.590149)
2008	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	14	4.5	1.6	7.3	2031	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA1	CAT5	_RFDRHV3	RESP046	(18.335765, -64.896335)
2009	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	17	2.4	1	3.8	1948	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA2	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2002	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	46	6.4	4.3	8.5	963	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA2	CAT5	_RFDRHV2	RESP046	(18.335765, -64.896335)
2010	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	7	9.4	1.5	17.4	1972	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA1	CAT5	_RFDRHV3	RESP046	(13.444304, 144.793731)
2005	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	31	5.7	3.3	8.1	938	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA4	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2004	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	12	2.5	0.9	4.1	644	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA1	CAT5	_RFDRHV2	RESP046	(18.335765, -64.896335)
2002	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	28	13.6	8.2	19	941	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA2	CAT5	_RFDRHV2	RESP046	(13.444304, 144.793731)
2006	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	21	3.7	2	5.4	1813	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA1	CAT5	_RFDRHV3	RESP046	(18.335765, -64.896335)
2009	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	10	3.5	0.8	6.2	2076	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA4	CAT5	_RFDRHV3	RESP046	(13.444304, 144.793731)
2003	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	48	8.3	5.4	11.2	1046	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA4	CAT5	_RFDRHV2	RESP046	(18.335765, -64.896335)
2006	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	22	1.7	0.9	2.5	1668	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA1	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
2002	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	37	7.3	4.6	10	964	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA3	CAT5	_RFDRHV2	RESP046	(18.335765, -64.896335)
2006	VI	Virgin Islands	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	69	7.7	5.7	9.7	1816	%	Crude Prevalence			BRFSS	CLASS01	Topic30	78	EDUCA4	CAT5	_RFDRHV3	RESP046	(18.335765, -64.896335)
2002	GU	Guam	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	13	5.7	2.3	9.1	943	%	Crude Prevalence			BRFSS	CLASS01	Topic30	66	EDUCA4	CAT5	_RFDRHV2	RESP046	(13.444304, 144.793731)
2006	PR	Puerto Rico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	41	3.7	2.3	5.1	1671	%	Crude Prevalence			BRFSS	CLASS01	Topic30	72	EDUCA4	CAT5	_RFDRHV3	RESP046	(18.220833, -66.590149)
