"Notes"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Age Group"	"Age Group Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1973"	"1973"	1097	990000	110.8
	"Female"	"F"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1974"	"1974"	994	981000	101.3
	"Female"	"F"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1975"	"1975"	930	959000	97.0
	"Female"	"F"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1976"	"1976"	857	929000	92.2
	"Female"	"F"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1977"	"1977"	834	913000	91.3
	"Female"	"F"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1978"	"1978"	873	919000	95.0
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1968"	"1968"	711	1390000	51.2
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1969"	"1969"	675	1387000	48.7
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1970"	"1970"	652	1370073	47.6
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1971"	"1971"	614	1354000	45.3
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1972"	"1972"	592	1328000	44.6
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1973"	"1973"	570	1300000	43.8
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1974"	"1974"	511	1278000	40.0
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1975"	"1975"	473	1264000	37.4
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1976"	"1976"	467	1272000	36.7
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1977"	"1977"	450	1275000	35.3
	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1978"	"1978"	457	1273000	35.9
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1968"	"1968"	562	1351000	41.6
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1969"	"1969"	577	1385000	41.7
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1970"	"1970"	562	1403154	40.1
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1971"	"1971"	577	1432000	40.3
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1972"	"1972"	556	1442000	38.6
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1973"	"1973"	518	1451000	35.7
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1974"	"1974"	487	1451000	33.6
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1975"	"1975"	457	1448000	31.6
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1976"	"1976"	412	1429000	28.8
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1977"	"1977"	395	1400000	28.2
	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1978"	"1978"	400	1370000	29.2
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1968"	"1968"	930	1136000	81.9
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1969"	"1969"	1123	1182000	95.0
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1970"	"1970"	1053	1221440	86.2
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1971"	"1971"	1175	1276000	92.1
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1972"	"1972"	1030	1328000	77.6
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1973"	"1973"	1084	1371000	79.1
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1974"	"1974"	978	1411000	69.3
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1975"	"1975"	931	1441000	64.6
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1976"	"1976"	824	1468000	56.1
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1977"	"1977"	897	1482000	60.5
	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1978"	"1978"	820	1497000	54.8
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1968"	"1968"	1240	878000	141.2
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1969"	"1969"	1306	931000	140.3
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1970"	"1970"	1404	974372	144.1
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1971"	"1971"	1512	1060000	142.6
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1972"	"1972"	1508	1099000	137.2
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1973"	"1973"	1544	1141000	135.3
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1974"	"1974"	1498	1185000	126.4
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1975"	"1975"	1395	1232000	113.2
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1976"	"1976"	1381	1273000	108.5
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1977"	"1977"	1329	1324000	100.4
	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"1978"	"1978"	1350	1368000	98.7
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1968"	"1968"	3442	1392000	247.3
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1969"	"1969"	3422	1425000	240.1
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1970"	"1970"	3362	1455562	231.0
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1971"	"1971"	3431	1504000	228.1
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1972"	"1972"	3470	1575000	220.3
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1973"	"1973"	3365	1643000	204.8
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1974"	"1974"	3356	1724000	194.7
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1975"	"1975"	3031	1808000	167.6
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1976"	"1976"	3143	1896000	165.8
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1977"	"1977"	3054	1983000	154.0
	"Female"	"F"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1978"	"1978"	3107	2072000	150.0
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1968"	"1968"	7432	1309000	567.8
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1969"	"1969"	7155	1308000	547.0
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1970"	"1970"	6978	1309316	533.0
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1971"	"1971"	6730	1308000	514.5
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1972"	"1972"	6474	1314000	492.7
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1973"	"1973"	6274	1323000	474.2
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1974"	"1974"	5791	1333000	434.4
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1975"	"1975"	5221	1336000	390.8
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1976"	"1976"	4984	1360000	366.5
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1977"	"1977"	4960	1391000	356.6
	"Female"	"F"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1978"	"1978"	4811	1424000	337.9
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1968"	"1968"	12007	1100000	1091.5
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1969"	"1969"	11829	1118000	1058.1
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1970"	"1970"	11834	1133625	1043.9
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1971"	"1971"	11802	1166000	1012.2
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1972"	"1972"	11730	1185000	989.9
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1973"	"1973"	11926	1204000	990.5
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1974"	"1974"	11110	1214000	915.2
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1975"	"1975"	10291	1220000	843.5
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1976"	"1976"	10301	1228000	838.8
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1977"	"1977"	10076	1232000	817.9
	"Female"	"F"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"1978"	"1978"	9699	1242000	780.9
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1968"	"1968"	17865	828000	2157.6
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1969"	"1969"	17514	851000	2058.0
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1970"	"1970"	17244	868176	1986.2
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1971"	"1971"	16848	888000	1897.3
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1972"	"1972"	17018	905000	1880.4
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1973"	"1973"	17143	916000	1871.5
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1974"	"1974"	16466	937000	1757.3
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1975"	"1975"	16081	961000	1673.4
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1976"	"1976"	15767	972000	1622.1
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1977"	"1977"	15971	995000	1605.1
	"Female"	"F"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"1978"	"1978"	15945	1019000	1564.8
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1968"	"1968"	22756	563000	4041.9
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1969"	"1969"	22393	572000	3914.9
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1970"	"1970"	22466	581881	3860.9
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1971"	"1971"	22416	593000	3780.1
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1972"	"1972"	23196	602000	3853.2
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1973"	"1973"	23924	621000	3852.5
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1974"	"1974"	23189	640000	3623.3
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1975"	"1975"	22119	662000	3341.2
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1976"	"1976"	21854	686000	3185.7
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1977"	"1977"	22199	714000	3109.1
	"Female"	"F"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"1978"	"1978"	22144	743000	2980.3
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1968"	"1968"	15394	222000	6934.2
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1969"	"1969"	15233	227000	6710.6
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1970"	"1970"	15385	229917	6691.5
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1971"	"1971"	15835	259000	6113.9
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1972"	"1972"	16540	280000	5907.1
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1973"	"1973"	17405	296000	5880.1
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1974"	"1974"	17014	309000	5506.1
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1975"	"1975"	17671	328000	5387.5
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1976"	"1976"	19121	349000	5478.8
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1977"	"1977"	19477	354000	5502.0
	"Female"	"F"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"1978"	"1978"	19926	358000	5565.9
	"Female"	"F"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"1968"	"1968"	7467	56000	13333.9
	"Female"	"F"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"1969"	"1969"	7401	60000	12335.0
	"Female"	"F"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"1970"	"1970"	7643	71386	10706.6
	"Female"	"F"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"1971"	"1971"	8028	67000	11982.1
	"Female"	"F"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"1972"	"1972"	8424	70000	12034.3
	"Female"	"F"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"1973"	"1973"	9184	73000	12580.8
	"Female"	"F"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"1974"	"1974"	9459	78000	12126.9
	"Female"	"F"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"1975"	"1975"	9463	84000	11265.5
	"Female"	"F"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"1976"	"1976"	10414	89000	11701.1
	"Female"	"F"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"1977"	"1977"	10752	94000	11438.3
	"Female"	"F"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"1978"	"1978"	11431	99000	11546.5
	"Female"	"F"	"Other Race"	"2131-1"	"< 1 year"	"1"	"1968"	"1968"	491	25334	1938.1
	"Female"	"F"	"Other Race"	"2131-1"	"< 1 year"	"1"	"1969"	"1969"	483	27064	1784.7
	"Female"	"F"	"Other Race"	"2131-1"	"< 1 year"	"1"	"1970"	"1970"	493	29030	1698.2
	"Female"	"F"	"Other Race"	"2131-1"	"< 1 year"	"1"	"1971"	"1971"	399	30574	1305.0
	"Female"	"F"	"Other Race"	"2131-1"	"< 1 year"	"1"	"1972"	"1972"	406	30998	1309.8
	"Female"	"F"	"Other Race"	"2131-1"	"< 1 year"	"1"	"1973"	"1973"	402	31705	1267.9
	"Female"	"F"	"Other Race"	"2131-1"	"< 1 year"	"1"	"1974"	"1974"	419	32639	1283.7
	"Female"	"F"	"Other Race"	"2131-1"	"< 1 year"	"1"	"1975"	"1975"	403	34383	1172.1
	"Female"	"F"	"Other Race"	"2131-1"	"< 1 year"	"1"	"1976"	"1976"	443	36464	1214.9
	"Female"	"F"	"Other Race"	"2131-1"	"< 1 year"	"1"	"1977"	"1977"	408	38977	1046.8
	"Female"	"F"	"Other Race"	"2131-1"	"< 1 year"	"1"	"1978"	"1978"	420	42543	987.2
	"Female"	"F"	"Other Race"	"2131-1"	"1-4 years"	"1-4"	"1968"	"1968"	122	99000	123.2
	"Female"	"F"	"Other Race"	"2131-1"	"1-4 years"	"1-4"	"1969"	"1969"	92	102000	90.2
	"Female"	"F"	"Other Race"	"2131-1"	"1-4 years"	"1-4"	"1970"	"1970"	84	116132	72.3
	"Female"	"F"	"Other Race"	"2131-1"	"1-4 years"	"1-4"	"1971"	"1971"	96	107000	89.7
	"Female"	"F"	"Other Race"	"2131-1"	"1-4 years"	"1-4"	"1972"	"1972"	110	115000	95.7
	"Female"	"F"	"Other Race"	"2131-1"	"1-4 years"	"1-4"	"1973"	"1973"	87	123000	70.7
	"Female"	"F"	"Other Race"	"2131-1"	"1-4 years"	"1-4"	"1974"	"1974"	94	130000	72.3
	"Female"	"F"	"Other Race"	"2131-1"	"1-4 years"	"1-4"	"1975"	"1975"	96	140000	68.6
	"Female"	"F"	"Other Race"	"2131-1"	"1-4 years"	"1-4"	"1976"	"1976"	72	145000	49.7
	"Female"	"F"	"Other Race"	"2131-1"	"1-4 years"	"1-4"	"1977"	"1977"	96	149000	64.4
	"Female"	"F"	"Other Race"	"2131-1"	"1-4 years"	"1-4"	"1978"	"1978"	96	153000	62.7
	"Female"	"F"	"Other Race"	"2131-1"	"5-9 years"	"5-9"	"1968"	"1968"	50	136000	36.8
	"Female"	"F"	"Other Race"	"2131-1"	"5-9 years"	"5-9"	"1969"	"1969"	62	138000	44.9
	"Female"	"F"	"Other Race"	"2131-1"	"5-9 years"	"5-9"	"1970"	"1970"	49	153345	32.0
	"Female"	"F"	"Other Race"	"2131-1"	"5-9 years"	"5-9"	"1971"	"1971"	45	142000	31.7
	"Female"	"F"	"Other Race"	"2131-1"	"5-9 years"	"5-9"	"1972"	"1972"	44	145000	30.3
	"Female"	"F"	"Other Race"	"2131-1"	"5-9 years"	"5-9"	"1973"	"1973"	57	148000	38.5
	"Female"	"F"	"Other Race"	"2131-1"	"5-9 years"	"5-9"	"1974"	"1974"	46	151000	30.5
	"Female"	"F"	"Other Race"	"2131-1"	"5-9 years"	"5-9"	"1975"	"1975"	49	164000	29.9
	"Female"	"F"	"Other Race"	"2131-1"	"5-9 years"	"5-9"	"1976"	"1976"	42	174000	24.1
	"Female"	"F"	"Other Race"	"2131-1"	"5-9 years"	"5-9"	"1977"	"1977"	47	184000	25.5
	"Female"	"F"	"Other Race"	"2131-1"	"5-9 years"	"5-9"	"1978"	"1978"	45	193000	23.3
	"Female"	"F"	"Other Race"	"2131-1"	"10-14 years"	"10-14"	"1968"	"1968"	42	121000	34.7
	"Female"	"F"	"Other Race"	"2131-1"	"10-14 years"	"10-14"	"1969"	"1969"	39	128000	30.5
	"Female"	"F"	"Other Race"	"2131-1"	"10-14 years"	"10-14"	"1970"	"1970"	37	148185	25.0
	"Female"	"F"	"Other Race"	"2131-1"	"10-14 years"	"10-14"	"1971"	"1971"	46	141000	32.6
	"Female"	"F"	"Other Race"	"2131-1"	"10-14 years"	"10-14"	"1972"	"1972"	38	147000	25.9
	"Female"	"F"	"Other Race"	"2131-1"	"10-14 years"	"10-14"	"1973"	"1973"	45	154000	29.2
	"Female"	"F"	"Other Race"	"2131-1"	"10-14 years"	"10-14"	"1974"	"1974"	37	161000	23.0
	"Female"	"F"	"Other Race"	"2131-1"	"10-14 years"	"10-14"	"1975"	"1975"	50	171000	29.2
	"Female"	"F"	"Other Race"	"2131-1"	"10-14 years"	"10-14"	"1976"	"1976"	50	180000	27.8
	"Female"	"F"	"Other Race"	"2131-1"	"10-14 years"	"10-14"	"1977"	"1977"	44	186000	23.7
	"Female"	"F"	"Other Race"	"2131-1"	"10-14 years"	"10-14"	"1978"	"1978"	42	192000	21.9
	"Female"	"F"	"Other Race"	"2131-1"	"15-19 years"	"15-19"	"1968"	"1968"	75	110000	68.2
	"Female"	"F"	"Other Race"	"2131-1"	"15-19 years"	"15-19"	"1969"	"1969"	87	116000	75.0
	"Female"	"F"	"Other Race"	"2131-1"	"15-19 years"	"15-19"	"1970"	"1970"	97	135971	71.3
	"Female"	"F"	"Other Race"	"2131-1"	"15-19 years"	"15-19"	"1971"	"1971"	88	134000	65.7
	"Female"	"F"	"Other Race"	"2131-1"	"15-19 years"	"15-19"	"1972"	"1972"	122	144000	84.7
	"Female"	"F"	"Other Race"	"2131-1"	"15-19 years"	"15-19"	"1973"	"1973"	114	154000	74.0
	"Female"	"F"	"Other Race"	"2131-1"	"15-19 years"	"15-19"	"1974"	"1974"	89	164000	54.3
	"Female"	"F"	"Other Race"	"2131-1"	"15-19 years"	"15-19"	"1975"	"1975"	106	177000	59.9
	"Female"	"F"	"Other Race"	"2131-1"	"15-19 years"	"15-19"	"1976"	"1976"	95	188000	50.5
	"Female"	"F"	"Other Race"	"2131-1"	"15-19 years"	"15-19"	"1977"	"1977"	126	196000	64.3
	"Female"	"F"	"Other Race"	"2131-1"	"15-19 years"	"15-19"	"1978"	"1978"	101	205000	49.3
	"Female"	"F"	"Other Race"	"2131-1"	"20-24 years"	"20-24"	"1968"	"1968"	94	102000	92.2
	"Female"	"F"	"Other Race"	"2131-1"	"20-24 years"	"20-24"	"1969"	"1969"	97	112000	86.6
	"Female"	"F"	"Other Race"	"2131-1"	"20-24 years"	"20-24"	"1970"	"1970"	133	138373	96.1
	"Female"	"F"	"Other Race"	"2131-1"	"20-24 years"	"20-24"	"1971"	"1971"	131	140000	93.6
	"Female"	"F"	"Other Race"	"2131-1"	"20-24 years"	"20-24"	"1972"	"1972"	142	150000	94.7
	"Female"	"F"	"Other Race"	"2131-1"	"20-24 years"	"20-24"	"1973"	"1973"	161	159000	101.3
	"Female"	"F"	"Other Race"	"2131-1"	"20-24 years"	"20-24"	"1974"	"1974"	126	167000	75.4
	"Female"	"F"	"Other Race"	"2131-1"	"20-24 years"	"20-24"	"1975"	"1975"	141	179000	78.8
	"Female"	"F"	"Other Race"	"2131-1"	"20-24 years"	"20-24"	"1976"	"1976"	158	191000	82.7
	"Female"	"F"	"Other Race"	"2131-1"	"20-24 years"	"20-24"	"1977"	"1977"	149	203000	73.4
	"Female"	"F"	"Other Race"	"2131-1"	"20-24 years"	"20-24"	"1978"	"1978"	150	214000	70.1
	"Female"	"F"	"Other Race"	"2131-1"	"25-34 years"	"25-34"	"1968"	"1968"	274	179000	153.1
	"Female"	"F"	"Other Race"	"2131-1"	"25-34 years"	"25-34"	"1969"	"1969"	258	192000	134.4
	"Female"	"F"	"Other Race"	"2131-1"	"25-34 years"	"25-34"	"1970"	"1970"	273	230020	118.7
	"Female"	"F"	"Other Race"	"2131-1"	"25-34 years"	"25-34"	"1971"	"1971"	311	224000	138.8
	"Female"	"F"	"Other Race"	"2131-1"	"25-34 years"	"25-34"	"1972"	"1972"	290	249000	116.5
	"Female"	"F"	"Other Race"	"2131-1"	"25-34 years"	"25-34"	"1973"	"1973"	307	277000	110.8
	"Female"	"F"	"Other Race"	"2131-1"	"25-34 years"	"25-34"	"1974"	"1974"	308	306000	100.7
	"Female"	"F"	"Other Race"	"2131-1"	"25-34 years"	"25-34"	"1975"	"1975"	347	344000	100.9
	"Female"	"F"	"Other Race"	"2131-1"	"25-34 years"	"25-34"	"1976"	"1976"	337	376000	89.6
	"Female"	"F"	"Other Race"	"2131-1"	"25-34 years"	"25-34"	"1977"	"1977"	339	407000	83.3
	"Female"	"F"	"Other Race"	"2131-1"	"25-34 years"	"25-34"	"1978"	"1978"	341	434000	78.6
	"Female"	"F"	"Other Race"	"2131-1"	"35-44 years"	"35-44"	"1968"	"1968"	404	163000	247.9
	"Female"	"F"	"Other Race"	"2131-1"	"35-44 years"	"35-44"	"1969"	"1969"	381	168000	226.8
	"Female"	"F"	"Other Race"	"2131-1"	"35-44 years"	"35-44"	"1970"	"1970"	417	198424	210.2
	"Female"	"F"	"Other Race"	"2131-1"	"35-44 years"	"35-44"	"1971"	"1971"	448	187000	239.6
	"Female"	"F"	"Other Race"	"2131-1"	"35-44 years"	"35-44"	"1972"	"1972"	394	197000	200.0
	"Female"	"F"	"Other Race"	"2131-1"	"35-44 years"	"35-44"	"1973"	"1973"	439	207000	212.1
	"Female"	"F"	"Other Race"	"2131-1"	"35-44 years"	"35-44"	"1974"	"1974"	428	218000	196.3
	"Female"	"F"	"Other Race"	"2131-1"	"35-44 years"	"35-44"	"1975"	"1975"	397	232000	171.1
	"Female"	"F"	"Other Race"	"2131-1"	"35-44 years"	"35-44"	"1976"	"1976"	466	248000	187.9
	"Female"	"F"	"Other Race"	"2131-1"	"35-44 years"	"35-44"	"1977"	"1977"	397	262000	151.5
	"Female"	"F"	"Other Race"	"2131-1"	"35-44 years"	"35-44"	"1978"	"1978"	404	279000	144.8
	"Female"	"F"	"Other Race"	"2131-1"	"45-54 years"	"45-54"	"1968"	"1968"	488	100000	488.0
	"Female"	"F"	"Other Race"	"2131-1"	"45-54 years"	"45-54"	"1969"	"1969"	494	109000	453.2
	"Female"	"F"	"Other Race"	"2131-1"	"45-54 years"	"45-54"	"1970"	"1970"	549	130757	419.9
	"Female"	"F"	"Other Race"	"2131-1"	"45-54 years"	"45-54"	"1971"	"1971"	530	128000	414.1
	"Female"	"F"	"Other Race"	"2131-1"	"45-54 years"	"45-54"	"1972"	"1972"	548	139000	394.2
	"Female"	"F"	"Other Race"	"2131-1"	"45-54 years"	"45-54"	"1973"	"1973"	556	149000	373.2
