"Notes"	"Gender"	"Gender Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Female"	"F"	"Colorado"	"08"	"2005"	"2005"	163	1840134	8.9	8.7
	"Female"	"F"	"Colorado"	"08"	"2006"	"2006"	173	1878169	9.2	9.2
	"Female"	"F"	"Colorado"	"08"	"2007"	"2007"	179	1914410	9.4	9.2
	"Female"	"F"	"Colorado"	"08"	"2008"	"2008"	181	1950233	9.3	9.2
	"Female"	"F"	"Colorado"	"08"	"2009"	"2009"	209	1984998	10.5	10.5
	"Female"	"F"	"Colorado"	"08"	"2010"	"2010"	198	2007652	9.9	9.6
	"Female"	"F"	"Colorado"	"08"	"2011"	"2011"	205	2045728	10.0	9.9
	"Female"	"F"	"Colorado"	"08"	"2012"	"2012"	238	2079439	11.4	11.3
	"Female"	"F"	"Colorado"	"08"	"2013"	"2013"	252	2115121	11.9	11.6
	"Female"	"F"	"Colorado"	"08"	"2014"	"2014"	235	2156052	10.9	10.9
	"Female"	"F"	"Colorado"	"08"	"2015"	"2015"	244	2201653	11.1	11.1
	"Female"	"F"	"Colorado"	"08"	"2016"	"2016"	256	2241902	11.4	11.4
	"Female"	"F"	"Colorado"	"08"	"2017"	"2017"	269	2272180	11.8	11.8
	"Female"	"F"	"Colorado"	"08"	"2018"	"2018"	288	2314390	12.4	12.6
	"Female"	"F"	"Connecticut"	"09"	"1999"	"1999"	57	1403260	4.1	3.9
	"Female"	"F"	"Connecticut"	"09"	"2000"	"2000"	61	1410009	4.3	4.3
	"Female"	"F"	"Connecticut"	"09"	"2001"	"2001"	52	1422942	3.7	3.7
	"Female"	"F"	"Connecticut"	"09"	"2002"	"2002"	54	1434958	3.8	3.8
	"Female"	"F"	"Connecticut"	"09"	"2003"	"2003"	65	1448703	4.5	4.4
	"Female"	"F"	"Connecticut"	"09"	"2004"	"2004"	60	1456062	4.1	4.0
	"Female"	"F"	"Connecticut"	"09"	"2005"	"2005"	60	1464814	4.1	4.0
	"Female"	"F"	"Connecticut"	"09"	"2006"	"2006"	60	1473959	4.1	4.0
	"Female"	"F"	"Connecticut"	"09"	"2007"	"2007"	58	1481292	3.9	3.7
	"Female"	"F"	"Connecticut"	"09"	"2008"	"2008"	66	1492496	4.4	4.2
	"Female"	"F"	"Connecticut"	"09"	"2009"	"2009"	78	1502475	5.2	5.1
	"Female"	"F"	"Connecticut"	"09"	"2010"	"2010"	74	1509703	4.9	4.7
	"Female"	"F"	"Connecticut"	"09"	"2011"	"2011"	79	1516391	5.2	5.2
	"Female"	"F"	"Connecticut"	"09"	"2012"	"2012"	92	1524631	6.0	6.0
	"Female"	"F"	"Connecticut"	"09"	"2013"	"2013"	69	1529190	4.5	4.6
	"Female"	"F"	"Connecticut"	"09"	"2014"	"2014"	102	1534118	6.6	6.4
	"Female"	"F"	"Connecticut"	"09"	"2015"	"2015"	102	1536166	6.6	6.4
	"Female"	"F"	"Connecticut"	"09"	"2016"	"2016"	113	1532618	7.4	7.1
	"Female"	"F"	"Connecticut"	"09"	"2017"	"2017"	95	1541470	6.2	6.3
	"Female"	"F"	"Connecticut"	"09"	"2018"	"2018"	105	1536655	6.8	6.5
	"Female"	"F"	"Delaware"	"10"	"1999"	"1999"	12	320254	Unreliable	Unreliable
	"Female"	"F"	"Delaware"	"10"	"2000"	"2000"	19	323733	Unreliable	Unreliable
	"Female"	"F"	"Delaware"	"10"	"2001"	"2001"	23	329767	7.0	6.9
	"Female"	"F"	"Delaware"	"10"	"2003"	"2003"	25	340562	7.3	7.3
	"Female"	"F"	"Delaware"	"10"	"2004"	"2004"	23	346661	6.6	6.8
	"Female"	"F"	"Delaware"	"10"	"2005"	"2005"	14	354179	Unreliable	Unreliable
	"Female"	"F"	"Delaware"	"10"	"2006"	"2006"	17	361251	Unreliable	Unreliable
	"Female"	"F"	"Delaware"	"10"	"2007"	"2007"	24	367099	6.5	6.7
	"Female"	"F"	"Delaware"	"10"	"2008"	"2008"	21	372804	5.6	5.6
	"Female"	"F"	"Delaware"	"10"	"2009"	"2009"	21	376761	5.6	5.6
	"Female"	"F"	"Delaware"	"10"	"2010"	"2010"	18	379920	Unreliable	Unreliable
	"Female"	"F"	"Delaware"	"10"	"2011"	"2011"	23	384293	6.0	5.9
	"Female"	"F"	"Delaware"	"10"	"2012"	"2012"	27	389075	6.9	6.8
	"Female"	"F"	"Delaware"	"10"	"2013"	"2013"	30	394050	7.6	7.4
	"Female"	"F"	"Delaware"	"10"	"2014"	"2014"	26	399237	6.5	6.7
	"Female"	"F"	"Delaware"	"10"	"2015"	"2015"	34	404744	8.4	8.7
	"Female"	"F"	"Delaware"	"10"	"2016"	"2016"	21	408125	5.1	4.8
	"Female"	"F"	"Delaware"	"10"	"2017"	"2017"	14	412776	Unreliable	Unreliable
	"Female"	"F"	"Delaware"	"10"	"2018"	"2018"	20	415728	4.8	5.1
	"Female"	"F"	"District of Columbia"	"11"	"2007"	"2007"	12	260556	Unreliable	Unreliable
	"Female"	"F"	"District of Columbia"	"11"	"2008"	"2008"	10	264489	Unreliable	Unreliable
	"Female"	"F"	"District of Columbia"	"11"	"2011"	"2011"	16	282030	Unreliable	Unreliable
	"Female"	"F"	"District of Columbia"	"11"	"2014"	"2014"	13	296945	Unreliable	Unreliable
	"Female"	"F"	"District of Columbia"	"11"	"2017"	"2017"	12	310848	Unreliable	Unreliable
	"Female"	"F"	"District of Columbia"	"11"	"2018"	"2018"	13	313859	Unreliable	Unreliable
	"Female"	"F"	"Florida"	"12"	"1999"	"1999"	447	6606064	6.8	6.7
	"Female"	"F"	"Florida"	"12"	"2000"	"2000"	420	6705628	6.3	6.3
	"Female"	"F"	"Florida"	"12"	"2001"	"2001"	511	6869900	7.4	7.5
	"Female"	"F"	"Florida"	"12"	"2002"	"2002"	516	7017396	7.4	7.3
	"Female"	"F"	"Florida"	"12"	"2003"	"2003"	497	7157857	6.9	7.0
	"Female"	"F"	"Florida"	"12"	"2004"	"2004"	588	7338625	8.0	8.0
	"Female"	"F"	"Florida"	"12"	"2005"	"2005"	570	7531979	7.6	7.5
	"Female"	"F"	"Florida"	"12"	"2006"	"2006"	557	7677161	7.3	7.1
	"Female"	"F"	"Florida"	"12"	"2007"	"2007"	581	7771886	7.5	7.5
	"Female"	"F"	"Florida"	"12"	"2008"	"2008"	614	7858373	7.8	7.8
	"Female"	"F"	"Florida"	"12"	"2009"	"2009"	613	7932180	7.7	7.7
	"Female"	"F"	"Florida"	"12"	"2010"	"2010"	619	8005074	7.7	7.5
	"Female"	"F"	"Florida"	"12"	"2011"	"2011"	623	8128548	7.7	7.6
	"Female"	"F"	"Florida"	"12"	"2012"	"2012"	736	8254163	8.9	8.8
	"Female"	"F"	"Florida"	"12"	"2013"	"2013"	685	8363849	8.2	8.3
	"Female"	"F"	"Florida"	"12"	"2014"	"2014"	701	8531112	8.2	8.0
	"Female"	"F"	"Florida"	"12"	"2015"	"2015"	752	8712591	8.6	8.5
	"Female"	"F"	"Florida"	"12"	"2016"	"2016"	770	8866596	8.7	8.6
	"Female"	"F"	"Florida"	"12"	"2017"	"2017"	727	9029755	8.1	8.0
	"Female"	"F"	"Florida"	"12"	"2018"	"2018"	759	9171344	8.3	8.2
	"Female"	"F"	"Georgia"	"13"	"1999"	"1999"	171	3224309	5.3	5.3
	"Female"	"F"	"Georgia"	"13"	"2000"	"2000"	180	3270537	5.5	5.5
	"Female"	"F"	"Georgia"	"13"	"2001"	"2001"	180	3348024	5.4	5.4
	"Female"	"F"	"Georgia"	"13"	"2002"	"2002"	171	3406456	5.0	5.0
	"Female"	"F"	"Georgia"	"13"	"2003"	"2003"	169	3462046	4.9	4.9
	"Female"	"F"	"Georgia"	"13"	"2004"	"2004"	197	3520061	5.6	5.6
	"Female"	"F"	"Georgia"	"13"	"2005"	"2005"	177	3598692	4.9	4.8
	"Female"	"F"	"Georgia"	"13"	"2006"	"2006"	193	3695247	5.2	5.2
	"Female"	"F"	"Georgia"	"13"	"2007"	"2007"	195	3782366	5.2	5.1
	"Female"	"F"	"Georgia"	"13"	"2008"	"2008"	221	3850583	5.7	5.7
	"Female"	"F"	"Georgia"	"13"	"2009"	"2009"	245	3906547	6.3	6.2
	"Female"	"F"	"Georgia"	"13"	"2010"	"2010"	236	3944011	6.0	6.0
	"Female"	"F"	"Georgia"	"13"	"2011"	"2011"	245	3996502	6.1	6.1
	"Female"	"F"	"Georgia"	"13"	"2012"	"2012"	262	4051316	6.5	6.4
	"Female"	"F"	"Georgia"	"13"	"2013"	"2013"	265	4092847	6.5	6.4
	"Female"	"F"	"Georgia"	"13"	"2014"	"2014"	293	4151463	7.1	7.0
	"Female"	"F"	"Georgia"	"13"	"2015"	"2015"	305	4215312	7.2	7.1
	"Female"	"F"	"Georgia"	"13"	"2016"	"2016"	302	4270690	7.1	7.0
	"Female"	"F"	"Georgia"	"13"	"2017"	"2017"	338	4334873	7.8	7.7
	"Female"	"F"	"Georgia"	"13"	"2018"	"2018"	345	4388111	7.9	7.8
	"Female"	"F"	"Hawaii"	"15"	"1999"	"1999"	29	480545	6.0	5.9
	"Female"	"F"	"Hawaii"	"15"	"2000"	"2000"	26	483206	5.4	5.4
	"Female"	"F"	"Hawaii"	"15"	"2001"	"2001"	33	490135	6.7	6.6
	"Female"	"F"	"Hawaii"	"15"	"2002"	"2002"	26	496968	5.2	5.2
	"Female"	"F"	"Hawaii"	"15"	"2003"	"2003"	32	504676	6.3	6.3
	"Female"	"F"	"Hawaii"	"15"	"2004"	"2004"	26	516381	5.0	5.0
	"Female"	"F"	"Hawaii"	"15"	"2005"	"2005"	32	524809	6.1	6.2
	"Female"	"F"	"Hawaii"	"15"	"2006"	"2006"	31	532789	5.8	5.9
	"Female"	"F"	"Hawaii"	"15"	"2007"	"2007"	32	537228	6.0	5.6
	"Female"	"F"	"Hawaii"	"15"	"2008"	"2008"	40	544454	7.3	7.3
	"Female"	"F"	"Hawaii"	"15"	"2009"	"2009"	36	550918	6.5	6.6
	"Female"	"F"	"Hawaii"	"15"	"2010"	"2010"	48	556316	8.6	8.7
	"Female"	"F"	"Hawaii"	"15"	"2011"	"2011"	38	561766	6.8	6.5
	"Female"	"F"	"Hawaii"	"15"	"2012"	"2012"	38	567026	6.7	6.6
	"Female"	"F"	"Hawaii"	"15"	"2013"	"2013"	40	568627	7.0	7.4
	"Female"	"F"	"Hawaii"	"15"	"2014"	"2014"	40	574637	7.0	6.7
	"Female"	"F"	"Hawaii"	"15"	"2015"	"2015"	43	578490	7.4	7.4
	"Female"	"F"	"Hawaii"	"15"	"2016"	"2016"	29	584547	5.0	5.0
	"Female"	"F"	"Hawaii"	"15"	"2017"	"2017"	57	585679	9.7	9.7
	"Female"	"F"	"Hawaii"	"15"	"2018"	"2018"	40	584563	6.8	6.3
	"Female"	"F"	"Idaho"	"16"	"1999"	"1999"	35	490918	7.1	7.3
	"Female"	"F"	"Idaho"	"16"	"2000"	"2000"	26	497890	5.2	5.2
	"Female"	"F"	"Idaho"	"16"	"2001"	"2001"	51	508642	10.0	10.2
	"Female"	"F"	"Idaho"	"16"	"2002"	"2002"	24	517454	4.6	4.8
	"Female"	"F"	"Idaho"	"16"	"2003"	"2003"	31	526813	5.9	6.0
	"Female"	"F"	"Idaho"	"16"	"2004"	"2004"	44	538150	8.2	8.3
	"Female"	"F"	"Idaho"	"16"	"2005"	"2005"	35	553269	6.3	6.3
	"Female"	"F"	"Idaho"	"16"	"2006"	"2006"	43	568958	7.6	7.9
	"Female"	"F"	"Idaho"	"16"	"2007"	"2007"	33	582234	5.7	5.8
	"Female"	"F"	"Idaho"	"16"	"2008"	"2008"	49	593268	8.3	8.5
	"Female"	"F"	"Idaho"	"16"	"2009"	"2009"	68	601553	11.3	11.8
	"Female"	"F"	"Idaho"	"16"	"2010"	"2010"	53	606795	8.7	9.0
	"Female"	"F"	"Idaho"	"16"	"2011"	"2011"	62	616288	10.1	10.1
	"Female"	"F"	"Idaho"	"16"	"2012"	"2012"	63	622656	10.1	10.3
	"Female"	"F"	"Idaho"	"16"	"2013"	"2013"	64	630425	10.2	10.2
	"Female"	"F"	"Idaho"	"16"	"2014"	"2014"	79	639904	12.3	12.7
	"Female"	"F"	"Idaho"	"16"	"2015"	"2015"	76	649831	11.7	12.3
	"Female"	"F"	"Idaho"	"16"	"2016"	"2016"	81	662270	12.2	13.0
	"Female"	"F"	"Idaho"	"16"	"2017"	"2017"	71	676260	10.5	10.9
	"Female"	"F"	"Idaho"	"16"	"2018"	"2018"	88	693648	12.7	13.0
	"Female"	"F"	"Illinois"	"17"	"1999"	"1999"	196	4991980	3.9	3.9
	"Female"	"F"	"Illinois"	"17"	"2000"	"2000"	186	5014470	3.7	3.7
	"Female"	"F"	"Illinois"	"17"	"2001"	"2001"	211	5048500	4.2	4.2
	"Female"	"F"	"Illinois"	"17"	"2002"	"2002"	215	5069121	4.2	4.3
	"Female"	"F"	"Illinois"	"17"	"2003"	"2003"	176	5090239	3.5	3.5
	"Female"	"F"	"Illinois"	"17"	"2004"	"2004"	203	5110962	4.0	4.0
	"Female"	"F"	"Illinois"	"17"	"2005"	"2005"	220	5134826	4.3	4.3
	"Female"	"F"	"Illinois"	"17"	"2006"	"2006"	200	5161613	3.9	3.9
	"Female"	"F"	"Illinois"	"17"	"2007"	"2007"	221	5194413	4.3	4.2
	"Female"	"F"	"Illinois"	"17"	"2008"	"2008"	228	5224857	4.4	4.3
	"Female"	"F"	"Illinois"	"17"	"2009"	"2009"	253	5256984	4.8	4.8
	"Female"	"F"	"Illinois"	"17"	"2010"	"2010"	232	5277535	4.4	4.4
	"Female"	"F"	"Illinois"	"17"	"2011"	"2011"	227	5304057	4.3	4.3
	"Female"	"F"	"Illinois"	"17"	"2012"	"2012"	258	5316459	4.9	4.9
	"Female"	"F"	"Illinois"	"17"	"2013"	"2013"	290	5330777	5.4	5.5
	"Female"	"F"	"Illinois"	"17"	"2014"	"2014"	283	5347885	5.3	5.3
	"Female"	"F"	"Illinois"	"17"	"2015"	"2015"	282	5348171	5.3	5.3
	"Female"	"F"	"Illinois"	"17"	"2016"	"2016"	309	5328993	5.8	5.9
	"Female"	"F"	"Illinois"	"17"	"2017"	"2017"	317	5340080	5.9	6.1
	"Female"	"F"	"Illinois"	"17"	"2018"	"2018"	313	5326548	5.9	6.0
	"Female"	"F"	"Indiana"	"18"	"1999"	"1999"	104	2449554	4.2	4.3
	"Female"	"F"	"Indiana"	"18"	"2000"	"2000"	117	2459473	4.8	4.8
	"Female"	"F"	"Indiana"	"18"	"2001"	"2001"	145	2479900	5.8	5.9
	"Female"	"F"	"Indiana"	"18"	"2002"	"2002"	135	2492757	5.4	5.5
	"Female"	"F"	"Indiana"	"18"	"2003"	"2003"	133	2510711	5.3	5.4
	"Female"	"F"	"Indiana"	"18"	"2004"	"2004"	135	2526883	5.3	5.5
	"Female"	"F"	"Indiana"	"18"	"2005"	"2005"	121	2548818	4.7	4.9
	"Female"	"F"	"Indiana"	"18"	"2006"	"2006"	149	2573629	5.8	5.9
	"Female"	"F"	"Indiana"	"18"	"2007"	"2007"	165	2594413	6.4	6.3
	"Female"	"F"	"Indiana"	"18"	"2008"	"2008"	158	2614281	6.0	6.2
	"Female"	"F"	"Indiana"	"18"	"2009"	"2009"	145	2631446	5.5	5.6
	"Female"	"F"	"Indiana"	"18"	"2010"	"2010"	192	2643513	7.3	7.3
	"Female"	"F"	"Indiana"	"18"	"2011"	"2011"	194	2662537	7.3	7.6
	"Female"	"F"	"Indiana"	"18"	"2012"	"2012"	189	2673869	7.1	7.2
	"Female"	"F"	"Indiana"	"18"	"2013"	"2013"	185	2692025	6.9	7.1
	"Female"	"F"	"Indiana"	"18"	"2014"	"2014"	189	2707613	7.0	7.1
	"Female"	"F"	"Indiana"	"18"	"2015"	"2015"	185	2720969	6.8	6.9
	"Female"	"F"	"Indiana"	"18"	"2016"	"2016"	192	2728498	7.0	7.3
	"Female"	"F"	"Indiana"	"18"	"2017"	"2017"	194	2745390	7.1	7.5
	"Female"	"F"	"Indiana"	"18"	"2018"	"2018"	244	2758886	8.8	9.1
	"Female"	"F"	"Iowa"	"19"	"1999"	"1999"	48	1196226	4.0	4.0
	"Female"	"F"	"Iowa"	"19"	"2000"	"2000"	43	1197892	3.6	3.8
	"Female"	"F"	"Iowa"	"19"	"2001"	"2001"	45	1201304	3.7	3.8
	"Female"	"F"	"Iowa"	"19"	"2002"	"2002"	64	1202305	5.3	5.5
	"Female"	"F"	"Iowa"	"19"	"2003"	"2003"	60	1204984	5.0	5.0
	"Female"	"F"	"Iowa"	"19"	"2004"	"2004"	56	1210197	4.6	4.9
	"Female"	"F"	"Iowa"	"19"	"2005"	"2005"	77	1215160	6.3	6.6
	"Female"	"F"	"Iowa"	"19"	"2006"	"2006"	61	1222278	5.0	5.2
	"Female"	"F"	"Iowa"	"19"	"2007"	"2007"	62	1228473	5.0	5.4
	"Female"	"F"	"Iowa"	"19"	"2008"	"2008"	71	1234080	5.8	6.2
	"Female"	"F"	"Iowa"	"19"	"2009"	"2009"	67	1239392	5.4	5.8
	"Female"	"F"	"Iowa"	"19"	"2010"	"2010"	65	1243760	5.2	5.5
	"Female"	"F"	"Iowa"	"19"	"2011"	"2011"	80	1251057	6.4	6.7
	"Female"	"F"	"Iowa"	"19"	"2012"	"2012"	74	1255946	5.9	6.3
	"Female"	"F"	"Iowa"	"19"	"2013"	"2013"	83	1262703	6.6	7.0
	"Female"	"F"	"Iowa"	"19"	"2014"	"2014"	76	1268882	6.0	6.4
	"Female"	"F"	"Iowa"	"19"	"2015"	"2015"	97	1275981	7.6	8.2
	"Female"	"F"	"Iowa"	"19"	"2016"	"2016"	77	1279200	6.0	6.6
	"Female"	"F"	"Iowa"	"19"	"2017"	"2017"	90	1283980	7.0	7.4
	"Female"	"F"	"Iowa"	"19"	"2018"	"2018"	84	1288460	6.5	7.0
	"Female"	"F"	"Kansas"	"20"	"1999"	"1999"	47	1070560	4.4	4.6
	"Female"	"F"	"Kansas"	"20"	"2000"	"2000"	53	1074070	4.9	5.1
	"Female"	"F"	"Kansas"	"20"	"2001"	"2001"	54	1081311	5.0	5.2
	"Female"	"F"	"Kansas"	"20"	"2002"	"2002"	57	1087693	5.2	5.3
